ConfirmMitigationMode;DeviceID;Email;ExperimentMode;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;StudyGlobalParticipantId;StudyInputMode;StudyParticipantIndex;StudyResolvedEffect;StudyResolvedTask;StudySessionIndex;StudyTaskOrder;Timestamp;TrackingMode;XRBackend
OppositeHandTrigger;85449bb515d38eca111016248ac99e8c86479117;anonymous;Participant;3715;controller;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;21.4141;72ac3b36-17fa-4797-9014-0605b3c0bd57;Aborted;1;Controller;1;Skew;LineBisection;2;LineBisectionFirst;2026-05-20 12:51:02.9710;Controllers;OpenXR
