ConfirmMitigationMode;DeviceID;Email;ExperimentMode;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;StudyGlobalParticipantId;StudyInputMode;StudyParticipantIndex;StudyResolvedEffect;StudyResolvedTask;StudySessionIndex;StudyTaskOrder;Timestamp;TrackingMode;XRBackend
OppositeHandTrigger;85449bb515d38eca111016248ac99e8c86479117;anonymous;Participant;3;controller;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;0.1200;703ca5a1-240c-47d8-b49b-7c1fddfce6fd;Aborted;3;Controller;2;None;OpenLoop;1;OpenLoopFirst;2026-05-21 09:30:30.4006;Controllers;OpenXR
