ConfirmMitigationMode;DeviceID;Email;ExperimentMode;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;StudyGlobalParticipantId;StudyInputMode;StudyParticipantIndex;StudyResolvedEffect;StudyResolvedTask;StudySessionIndex;StudyTaskOrder;Timestamp;TrackingMode;XRBackend
OppositeHandTrigger;85449bb515d38eca111016248ac99e8c86479117;anonymous;Participant;11951;controller;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;100.6819;da2f777e-6cbd-47df-8c3b-0b2f7438caba;Aborted;5;Controller;3;None;LineBisection;1;LineBisectionFirst;2026-05-21 12:53:27.6772;Controllers;OpenXR
