ConfirmMitigationMode;DeviceID;Email;ExperimentMode;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;StudyGlobalParticipantId;StudyInputMode;StudyParticipantIndex;StudyResolvedEffect;StudyResolvedTask;StudySessionIndex;StudyTaskOrder;Timestamp;TrackingMode;XRBackend
OppositeHandTrigger;85449bb515d38eca111016248ac99e8c86479117;anonymous;Participant;3454;controller;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;29.5482;3b4d2672-5e8b-4926-8b4a-4b31aaf629a5;Aborted;7;Controller;4;None;LineBisection;5;OpenLoopFirst;2026-05-21 13:57:07.3618;Controllers;OpenXR
