Accuracy01;ActiveHand;AfterEffectCm;AttemptIndex;BlockType;ChoiceSide;ConfirmMitigationMode;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;DeltaAccuracyPct;EffectMode;Email;ErrorCm;Event;EventType;ExperimentMode;Framecount;GameId;GapMeters;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HitDistanceMeters;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;HitWorldX;HitWorldY;HitWorldZ;IsCorrect;IsHit;LeftControllerLaserPosWorldX;LeftControllerLaserPosWorldY;LeftControllerLaserPosWorldZ;LeftControllerLaserRotEulerX;LeftControllerLaserRotEulerY;LeftControllerLaserRotEulerZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerTrigger;LeftLengthMeters;LeftMovementAnchorPosWorldX;LeftMovementAnchorPosWorldY;LeftMovementAnchorPosWorldZ;LeftMovementAnchorRotEulerX;LeftMovementAnchorRotEulerY;LeftMovementAnchorRotEulerZ;LeftMovementAnchorSource;LineLengthMeters;LineZMeters;LongerSide;MeanCm;MoleId;MoleIndexX;MoleIndexY;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerTrigger;RightLengthMeters;RightMovementAnchorPosWorldX;RightMovementAnchorPosWorldY;RightMovementAnchorPosWorldZ;RightMovementAnchorRotEulerX;RightMovementAnchorRotEulerY;RightMovementAnchorRotEulerZ;RightMovementAnchorSource;SdCm;SessionID;SignedOffsetCm;SourceTaskMode;StudyGlobalParticipantId;StudyInputMode;StudyParticipantIndex;StudyResolvedEffect;StudyResolvedTask;StudySessionIndex;StudyTaskOrder;SuccessCount;TargetIndex;TargetRadiusMeters;TargetWorldX;TargetWorldY;TargetWorldZ;TaskMode;TimeSinceLastEvent;Timestamp;TrackingMode;TrialIndex;TrialsPerBlock;XRBackend
NULL;Right;NULL;NULL;Baseline;NULL;OppositeHandTrigger;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Game Started;GameEvent;Participant;1;f27ef4d9-b9b3-4c8c-99bd-519cedbdb9c5;NULL;0.0000;0.3614;-0.5530;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;-0.5455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;-0.5455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;f0586561-86fb-4bd8-b577-ce70f85c4dab;NULL;NULL;5;Controller;3;Skew;OpenLoop;7;LineBisectionFirst;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-05-21 13:05:13.1881;Controllers;NULL;NULL;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;OppositeHandTrigger;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Block Started;BlockEvent;Participant;1;f27ef4d9-b9b3-4c8c-99bd-519cedbdb9c5;NULL;0.0000;0.3614;-0.5530;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;-0.5455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;-0.5455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;f0586561-86fb-4bd8-b577-ce70f85c4dab;NULL;NULL;5;Controller;3;Skew;OpenLoop;7;LineBisectionFirst;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-05-21 13:05:13.1886;Controllers;NULL;NULL;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;OppositeHandTrigger;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;Participant;1;f27ef4d9-b9b3-4c8c-99bd-519cedbdb9c5;NULL;0.0000;0.3614;-0.5530;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;-0.5455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;-0.5455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;f0586561-86fb-4bd8-b577-ce70f85c4dab;NULL;NULL;5;Controller;3;Skew;OpenLoop;7;LineBisectionFirst;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-05-21 13:05:13.1901;Controllers;1;10;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;OppositeHandTrigger;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;Participant;358;f27ef4d9-b9b3-4c8c-99bd-519cedbdb9c5;NULL;0.0068;0.0150;-0.0430;2.9031;358.1918;358.6297;NULL;NULL;NULL;NULL;-0.1023;0.0000;2.0000;NULL;NULL;-0.0573;-0.5628;0.2869;8.6330;3.9082;340.3648;-0.0626;-0.5592;0.2774;6.9713;3.8423;341.1600;1;NULL;-0.0626;-0.5592;0.2774;6.9713;3.8423;341.1600;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0365;-0.1132;0.5386;357.3240;354.5744;12.9575;0.0343;-0.1042;0.5323;357.0765;354.3932;14.1308;0;NULL;0.0343;-0.1042;0.5323;357.0765;354.3932;14.1308;ControllerBody;NULL;f0586561-86fb-4bd8-b577-ce70f85c4dab;-10.2258;NULL;5;Controller;3;Skew;OpenLoop;7;LineBisectionFirst;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;3.4992;2026-05-21 13:05:18.7806;Controllers;1;10;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;OppositeHandTrigger;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;Participant;358;f27ef4d9-b9b3-4c8c-99bd-519cedbdb9c5;NULL;0.0068;0.0150;-0.0430;2.9031;358.1918;358.6297;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0573;-0.5628;0.2869;8.6330;3.9082;340.3648;-0.0626;-0.5592;0.2774;6.9713;3.8423;341.1600;1;NULL;-0.0626;-0.5592;0.2774;6.9713;3.8423;341.1600;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0365;-0.1132;0.5386;357.3240;354.5744;12.9575;0.0343;-0.1042;0.5323;357.0765;354.3932;14.1308;0;NULL;0.0343;-0.1042;0.5323;357.0765;354.3932;14.1308;ControllerBody;NULL;f0586561-86fb-4bd8-b577-ce70f85c4dab;NULL;NULL;5;Controller;3;Skew;OpenLoop;7;LineBisectionFirst;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-05-21 13:05:18.7816;Controllers;2;10;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;OppositeHandTrigger;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;Participant;562;f27ef4d9-b9b3-4c8c-99bd-519cedbdb9c5;NULL;0.0125;0.0089;-0.0174;5.0632;357.4846;358.5644;NULL;NULL;NULL;NULL;-0.1450;0.0000;2.0000;NULL;NULL;-0.0636;-0.5597;0.2838;7.3168;4.6458;341.1656;-0.0641;-0.5565;0.2723;5.7095;4.6111;341.5888;1;NULL;-0.0641;-0.5565;0.2723;5.7095;4.6111;341.5888;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0336;-0.1251;0.5484;356.7225;352.9838;12.7814;0.0274;-0.1113;0.5418;355.6369;352.5423;13.6859;0;NULL;0.0274;-0.1113;0.5418;355.6369;352.5423;13.6859;ControllerBody;NULL;f0586561-86fb-4bd8-b577-ce70f85c4dab;-14.5011;NULL;5;Controller;3;Skew;OpenLoop;7;LineBisectionFirst;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;1.7820;2026-05-21 13:05:20.5591;Controllers;2;10;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;OppositeHandTrigger;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;Participant;562;f27ef4d9-b9b3-4c8c-99bd-519cedbdb9c5;NULL;0.0125;0.0089;-0.0174;5.0632;357.4846;358.5644;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0636;-0.5597;0.2838;7.3168;4.6458;341.1656;-0.0641;-0.5565;0.2723;5.7095;4.6111;341.5888;1;NULL;-0.0641;-0.5565;0.2723;5.7095;4.6111;341.5888;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0336;-0.1251;0.5484;356.7225;352.9838;12.7814;0.0274;-0.1113;0.5418;355.6369;352.5423;13.6859;0;NULL;0.0274;-0.1113;0.5418;355.6369;352.5423;13.6859;ControllerBody;NULL;f0586561-86fb-4bd8-b577-ce70f85c4dab;NULL;NULL;5;Controller;3;Skew;OpenLoop;7;LineBisectionFirst;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-05-21 13:05:20.5606;Controllers;3;10;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;OppositeHandTrigger;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;Participant;756;f27ef4d9-b9b3-4c8c-99bd-519cedbdb9c5;NULL;0.0072;0.0106;-0.0244;5.3234;357.2120;359.8041;NULL;NULL;NULL;NULL;-0.1579;0.0000;2.0000;NULL;NULL;-0.0635;-0.5592;0.2835;8.2057;4.6031;343.5595;-0.0662;-0.5556;0.2734;6.1894;3.9284;343.3121;1;NULL;-0.0662;-0.5556;0.2734;6.1894;3.9284;343.3121;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0426;-0.1345;0.5356;357.3480;352.2027;15.1739;0.0307;-0.1197;0.5256;356.1808;350.9190;15.7615;0;NULL;0.0307;-0.1197;0.5256;356.1808;350.9190;15.7615;ControllerBody;NULL;f0586561-86fb-4bd8-b577-ce70f85c4dab;-15.7890;NULL;5;Controller;3;Skew;OpenLoop;7;LineBisectionFirst;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;1.6420;2026-05-21 13:05:22.2006;Controllers;3;10;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;OppositeHandTrigger;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;Participant;756;f27ef4d9-b9b3-4c8c-99bd-519cedbdb9c5;NULL;0.0072;0.0106;-0.0244;5.3234;357.2120;359.8041;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.0635;-0.5592;0.2835;8.2057;4.6031;343.5595;-0.0662;-0.5556;0.2734;6.1894;3.9284;343.3121;1;NULL;-0.0662;-0.5556;0.2734;6.1894;3.9284;343.3121;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0426;-0.1345;0.5356;357.3480;352.2027;15.1739;0.0307;-0.1197;0.5256;356.1808;350.9190;15.7615;0;NULL;0.0307;-0.1197;0.5256;356.1808;350.9190;15.7615;ControllerBody;NULL;f0586561-86fb-4bd8-b577-ce70f85c4dab;NULL;NULL;5;Controller;3;Skew;OpenLoop;7;LineBisectionFirst;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-05-21 13:05:22.2021;Controllers;4;10;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;OppositeHandTrigger;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;Participant;963;f27ef4d9-b9b3-4c8c-99bd-519cedbdb9c5;NULL;0.0116;0.0099;-0.0259;6.1547;358.4362;358.6401;NULL;NULL;NULL;NULL;-0.1659;0.0000;2.0000;NULL;NULL;-0.0639;-0.5602;0.2841;8.6302;4.3120;343.7404;-0.0657;-0.5578;0.2754;7.2885;3.7989;343.3371;1;NULL;-0.0657;-0.5578;0.2754;7.2885;3.7989;343.3371;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0469;-0.1451;0.5368;356.4834;351.7256;11.3870;0.0385;-0.1262;0.5251;354.9192;350.1415;12.0222;0;NULL;0.0385;-0.1262;0.5251;354.9192;350.1415;12.0222;ControllerBody;NULL;f0586561-86fb-4bd8-b577-ce70f85c4dab;-16.5917;NULL;5;Controller;3;Skew;OpenLoop;7;LineBisectionFirst;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;1.7416;2026-05-21 13:05:23.9436;Controllers;4;10;OpenXR
