ConfirmMitigationMode;DeviceID;Email;ExperimentMode;ExposureHitRadiusCm;ExposureHitRadiusMeters;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;StudyGlobalParticipantId;StudyInputMode;StudyParticipantIndex;StudyResolvedEffect;StudyResolvedTask;StudySessionIndex;StudyTaskOrder;Timestamp;TrackingMode;XRBackend
OppositeHandTrigger;85449bb515d38eca111016248ac99e8c86479117;anonymous;Participant;10.0000;0.1000;17104;controller;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;143.3653;aa6efd29-0242-41a7-ab6c-194ae778e035;Finished;3;Controller;2;Translation;LineBisection;7;OpenLoopFirst;2026-05-21 10:05:10.7847;Controllers;OpenXR
