ConfirmMitigationMode;DeviceID;Email;ExperimentMode;ExposureHitRadiusCm;ExposureHitRadiusMeters;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;StudyGlobalParticipantId;StudyInputMode;StudyParticipantIndex;StudyResolvedEffect;StudyResolvedTask;StudySessionIndex;StudyTaskOrder;Timestamp;TrackingMode;XRBackend
OppositeHandTrigger;85449bb515d38eca111016248ac99e8c86479117;anonymous;Participant;10.0000;0.1000;12687;controller;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;108.2461;9b05f120-77ea-4044-a0b3-37a2de5077ff;Finished;1;Controller;1;Rotation;LineBisection;3;LineBisectionFirst;2026-05-19 13:40:55.8812;Controllers;OpenXR
