Raw EMG - Pod01,Raw EMG - Pod02,Raw EMG - Pod03,Raw EMG - Pod04,Raw EMG - Pod05,Raw EMG - Pod06,Raw EMG - Pod07,Raw EMG - Pod08,Timestamp,activeCube Cube
-1,1,-2,0,-31,-1,-34,-2,2025-02-24 12:31:42.780,2.0
-18,-3,-2,-1,-31,-2,1,-6,2025-02-24 12:31:42.787,2.0
-18,-3,-2,-1,-31,-2,1,-6,2025-02-24 12:31:42.799,2.0
2,0,-3,1,-32,1,0,1,2025-02-24 12:31:42.812,2.0
7,2,-1,-2,-32,-2,-2,1,2025-02-24 12:31:42.821,2.0
2,-4,-1,-2,-33,-2,1,-2,2025-02-24 12:31:42.832,2.0
6,-1,-1,-2,-33,-3,-2,2,2025-02-24 12:31:42.844,2.0
3,-1,-2,-2,-37,-4,3,-1,2025-02-24 12:31:42.856,2.0
-6,0,2,-1,-39,-3,-2,-6,2025-02-24 12:31:42.867,2.0
-9,-3,-2,0,-11,0,17,-1,2025-02-24 12:31:42.878,2.0
1,1,3,-3,-7,-1,5,2,2025-02-24 12:31:42.889,2.0
1,1,3,-3,-7,-1,5,2,2025-02-24 12:31:42.900,2.0
0,2,-2,6,0,1,-6,0,2025-02-24 12:31:42.911,2.0
0,2,-2,6,0,1,-6,0,2025-02-24 12:31:42.923,2.0
-15,-1,0,-4,-7,-4,-12,-4,2025-02-24 12:31:42.933,2.0
-15,-1,0,-4,-7,-4,-12,-4,2025-02-24 12:31:42.947,2.0
-11,-2,1,1,0,1,-11,-1,2025-02-24 12:31:42.956,2.0
-11,-2,1,1,0,1,-11,-1,2025-02-24 12:31:42.966,2.0
6,0,-3,-3,-37,-1,1,3,2025-02-24 12:31:42.978,2.0
-1,-1,0,-2,-36,-1,7,-1,2025-02-24 12:31:42.989,2.0
12,-1,-1,-3,-27,-1,6,-3,2025-02-24 12:31:43.000,2.0
-13,-1,-1,-1,-19,-3,4,-3,2025-02-24 12:31:43.011,2.0
-13,-1,-1,-1,-19,-3,4,-3,2025-02-24 12:31:43.023,2.0
4,-2,-1,-3,-19,-1,-3,-1,2025-02-24 12:31:43.034,2.0
-1,4,0,3,-20,-2,0,1,2025-02-24 12:31:43.045,2.0
-21,-10,-3,-1,-22,0,-8,-6,2025-02-24 12:31:43.057,2.0
4,0,0,-4,-30,-3,-6,1,2025-02-24 12:31:43.068,2.0
8,2,-1,-1,-27,-1,3,-3,2025-02-24 12:31:43.079,2.0
8,2,-1,-1,-27,-1,3,-3,2025-02-24 12:31:43.090,2.0
10,-1,-1,-1,-26,-1,-2,2,2025-02-24 12:31:43.101,2.0
3,3,0,-1,-19,-1,-7,0,2025-02-24 12:31:43.113,2.0
3,3,0,-1,-19,-1,-7,0,2025-02-24 12:31:43.123,2.0
4,-2,1,3,-15,-1,10,1,2025-02-24 12:31:43.134,2.0
4,-2,1,3,-15,-1,10,1,2025-02-24 12:31:43.146,2.0
4,1,1,-1,-17,3,-8,2,2025-02-24 12:31:43.157,2.0
6,0,-3,-1,-12,-1,-6,-3,2025-02-24 12:31:43.168,2.0
11,1,1,0,-9,0,-2,2,2025-02-24 12:31:43.179,2.0
11,1,1,0,-9,0,-2,2,2025-02-24 12:31:43.191,2.0
-5,-1,-1,-2,-17,-4,0,-7,2025-02-24 12:31:43.202,2.0
0,0,-1,-4,-18,-1,-32,0,2025-02-24 12:31:43.213,2.0
-5,-1,-2,-2,-19,-2,-4,-2,2025-02-24 12:31:43.224,2.0
1,-2,-3,-2,-18,0,11,2,2025-02-24 12:31:43.235,2.0
1,-2,-3,-2,-18,0,11,2,2025-02-24 12:31:43.246,2.0
-5,-1,-2,-1,-18,2,38,2,2025-02-24 12:31:43.258,2.0
-5,-1,-2,-1,-18,2,38,2,2025-02-24 12:31:43.269,2.0
2,-5,-1,-3,-21,1,1,-5,2025-02-24 12:31:43.280,2.0
7,-1,-2,3,-8,-4,-38,2,2025-02-24 12:31:43.291,2.0
-1,1,-1,2,-16,0,8,2,2025-02-24 12:31:43.302,2.0
-1,1,-1,2,-16,0,8,2,2025-02-24 12:31:43.313,2.0
6,-1,0,-1,-24,-2,2,-1,2025-02-24 12:31:43.324,2.0
-4,1,-1,0,-18,0,3,-2,2025-02-24 12:31:43.335,2.0
5,1,1,1,-18,1,-2,2,2025-02-24 12:31:43.347,2.0
6,6,-1,-2,-20,-5,-14,1,2025-02-24 12:31:43.358,2.0
10,-5,1,14,-38,-1,0,5,2025-02-24 12:31:43.369,2.0
10,-5,1,14,-38,-1,0,5,2025-02-24 12:31:43.380,2.0
-3,-5,-1,5,-27,-4,3,-5,2025-02-24 12:31:43.391,2.0
-3,-5,-1,5,-27,-4,3,-5,2025-02-24 12:31:43.404,2.0
-4,-6,-2,16,-27,4,-6,-5,2025-02-24 12:31:43.416,2.0
-6,-7,1,-22,54,17,0,6,2025-02-24 12:31:43.428,2.0
-3,16,0,-7,-24,-12,14,-1,2025-02-24 12:31:43.440,2.0
5,9,-6,-37,-41,-1,12,-1,2025-02-24 12:31:43.452,2.0
5,9,-6,-37,-41,-1,12,-1,2025-02-24 12:31:43.464,2.0
-2,-20,-4,9,-9,-2,14,-2,2025-02-24 12:31:43.475,2.0
-2,-20,-4,9,-9,-2,14,-2,2025-02-24 12:31:43.486,2.0
-2,-25,-9,-7,-15,-9,6,1,2025-02-24 12:31:43.496,2.0
-2,-25,-9,-7,-15,-9,6,1,2025-02-24 12:31:43.508,2.0
-15,5,0,7,1,3,-6,1,2025-02-24 12:31:43.519,2.0
-3,13,6,6,-5,1,-2,-2,2025-02-24 12:31:43.530,2.0
-4,-47,-5,-15,-11,5,-29,-4,2025-02-24 12:31:43.541,2.0
20,30,3,0,-4,-5,-39,-2,2025-02-24 12:31:43.553,2.0
20,30,3,0,-4,-5,-39,-2,2025-02-24 12:31:43.564,2.0
9,25,4,9,-20,-2,3,-1,2025-02-24 12:31:43.575,2.0
-8,20,0,-6,-16,-8,2,-1,2025-02-24 12:31:43.586,2.0
2,72,10,7,-22,1,3,0,2025-02-24 12:31:43.597,2.0
-1,28,-6,14,-4,0,5,2,2025-02-24 12:31:43.608,2.0
-7,10,-1,-21,-34,-7,10,-2,2025-02-24 12:31:43.619,2.0
-7,10,-1,-21,-34,-7,10,-2,2025-02-24 12:31:43.631,2.0
-13,0,6,-5,-31,-8,1,0,2025-02-24 12:31:43.643,2.0
-13,0,6,-5,-31,-8,1,0,2025-02-24 12:31:43.654,2.0
11,-23,4,13,-12,5,27,-1,2025-02-24 12:31:43.665,2.0
12,31,7,-4,-21,2,14,3,2025-02-24 12:31:43.676,2.0
1,5,-6,0,-15,4,13,0,2025-02-24 12:31:43.687,2.0
7,-38,-4,9,-18,-3,6,-2,2025-02-24 12:31:43.697,2.0
7,-38,-4,9,-18,-3,6,-2,2025-02-24 12:31:43.708,2.0
5,3,-11,-11,-22,-2,25,0,2025-02-24 12:31:43.720,2.0
5,3,-11,-11,-22,-2,25,0,2025-02-24 12:31:43.731,2.0
1,-24,-2,2,-13,7,5,2,2025-02-24 12:31:43.742,2.0
-1,-20,-5,-9,-26,-3,-1,-3,2025-02-24 12:31:43.755,2.0
-10,3,0,3,-19,2,-13,0,2025-02-24 12:31:43.765,2.0
-1,50,-5,-5,-21,-2,-17,-2,2025-02-24 12:31:43.776,2.0
0,-12,-1,-1,-19,0,4,1,2025-02-24 12:31:43.787,2.0
-11,14,1,-4,-16,-1,-5,-3,2025-02-24 12:31:43.799,2.0
-5,6,4,0,-20,0,0,2,2025-02-24 12:31:43.810,2.0
4,4,-5,0,-17,-2,-11,-5,2025-02-24 12:31:43.821,2.0
4,0,-2,0,-15,2,15,0,2025-02-24 12:31:43.832,2.0
-13,46,-7,-6,-24,-6,4,-2,2025-02-24 12:31:43.844,2.0
-7,-8,4,-2,-23,3,10,-3,2025-02-24 12:31:43.855,2.0
5,0,-2,3,-10,7,9,4,2025-02-24 12:31:43.866,2.0
-16,12,-2,-3,-26,-8,-1,-8,2025-02-24 12:31:43.877,2.0
22,8,2,11,-7,12,-11,-1,2025-02-24 12:31:43.887,2.0
-1,-14,0,-8,-26,-1,14,-2,2025-02-24 12:31:43.899,2.0
-1,-14,0,-8,-26,-1,14,-2,2025-02-24 12:31:43.911,2.0
0,-22,-1,3,-17,-3,-1,2,2025-02-24 12:31:43.921,2.0
-11,-39,-1,-3,-14,6,4,-1,2025-02-24 12:31:43.933,2.0
-17,-13,-6,-6,-29,6,-11,-4,2025-02-24 12:31:43.944,2.0
-8,0,-3,-6,-21,-3,-12,-6,2025-02-24 12:31:43.957,2.0
-8,0,-3,-6,-21,-3,-12,-6,2025-02-24 12:31:43.966,2.0
10,-25,0,-3,-29,-12,-8,0,2025-02-24 12:31:43.977,2.0
-1,5,8,-7,-13,26,-17,-5,2025-02-24 12:31:43.989,2.0
12,28,-4,-3,-12,7,-22,2,2025-02-24 12:31:43.999,2.0
12,28,-4,-3,-12,7,-22,2,2025-02-24 12:31:44.011,2.0
-8,-11,0,9,-15,-8,9,-3,2025-02-24 12:31:44.022,2.0
-8,-11,0,9,-15,-8,9,-3,2025-02-24 12:31:44.033,2.0
-17,-25,2,-8,-22,-5,1,-2,2025-02-24 12:31:44.044,2.0
15,21,-22,-14,-21,-3,7,-1,2025-02-24 12:31:44.055,2.0
12,5,1,1,-23,-6,-5,0,2025-02-24 12:31:44.067,2.0
9,29,12,-5,-21,-3,2,3,2025-02-24 12:31:44.078,2.0
-11,-34,-5,1,-16,3,11,1,2025-02-24 12:31:44.089,2.0
-13,-7,1,-3,-19,-2,1,-6,2025-02-24 12:31:44.100,2.0
2,-1,12,-2,-22,5,9,-6,2025-02-24 12:31:44.111,2.0
2,-1,12,-2,-22,5,9,-6,2025-02-24 12:31:44.122,2.0
2,17,3,0,-17,18,-10,11,2025-02-24 12:31:44.133,2.0
2,17,3,0,-17,18,-10,11,2025-02-24 12:31:44.144,2.0
-5,1,-6,0,-18,-1,-6,-13,2025-02-24 12:31:44.157,2.0
1,-3,-15,-5,-23,-9,-5,-10,2025-02-24 12:31:44.167,2.0
3,8,1,4,-13,3,5,4,2025-02-24 12:31:44.178,2.0
3,8,1,4,-13,3,5,4,2025-02-24 12:31:44.189,2.0
-6,-3,6,0,-21,-4,-49,3,2025-02-24 12:31:44.201,2.0
-6,-3,6,0,-21,-4,-49,3,2025-02-24 12:31:44.213,2.0
2,6,3,-1,-20,-11,9,-6,2025-02-24 12:31:44.224,2.0
2,6,3,-1,-20,-11,9,-6,2025-02-24 12:31:44.235,2.0
-2,2,-8,-5,-18,2,4,-7,2025-02-24 12:31:44.245,2.0
-2,17,4,1,-19,-1,4,6,2025-02-24 12:31:44.257,2.0
-2,17,4,1,-19,-1,4,6,2025-02-24 12:31:44.268,2.0
2,-5,7,2,-18,23,35,3,2025-02-24 12:31:44.279,2.0
2,-5,7,2,-18,23,35,3,2025-02-24 12:31:44.290,2.0
0,2,0,-6,-23,-25,17,-2,2025-02-24 12:31:44.301,2.0
0,2,0,-6,-23,-25,17,-2,2025-02-24 12:31:44.312,2.0
-27,-14,-12,3,-12,12,7,-8,2025-02-24 12:31:44.324,2.0
3,7,6,0,-23,-44,-19,-2,2025-02-24 12:31:44.335,2.0
3,7,6,0,-23,-44,-19,-2,2025-02-24 12:31:44.346,2.0
18,6,5,-3,-15,25,11,3,2025-02-24 12:31:44.359,2.0
1,-3,3,2,-23,-49,-57,-5,2025-02-24 12:31:44.368,2.0
1,-3,3,2,-23,-49,-57,-5,2025-02-24 12:31:44.380,2.0
5,2,14,-1,-8,-3,-6,-6,2025-02-24 12:31:44.391,2.0
2,-4,7,-3,-22,-7,-8,3,2025-02-24 12:31:44.402,2.0
2,-4,7,-3,-22,-7,-8,3,2025-02-24 12:31:44.413,2.0
-5,-6,-13,2,-18,5,0,5,2025-02-24 12:31:44.424,2.0
-5,-6,-13,2,-18,5,0,5,2025-02-24 12:31:44.435,2.0
-5,-2,7,4,-19,-68,-23,-5,2025-02-24 12:31:44.447,2.0
10,9,-8,4,2,31,43,2,2025-02-24 12:31:44.458,2.0
-8,-4,-6,-2,-13,-44,-39,-13,2025-02-24 12:31:44.469,2.0
-8,-4,-6,-2,-13,-44,-39,-13,2025-02-24 12:31:44.480,2.0
17,17,-10,8,9,87,91,42,2025-02-24 12:31:44.502,2.0
-1,-20,-21,-2,-11,26,14,-1,2025-02-24 12:31:44.510,2.0
-6,5,3,-1,-17,41,-11,-3,2025-02-24 12:31:44.514,2.0
-6,5,3,-1,-17,41,-11,-3,2025-02-24 12:31:44.522,2.0
-6,5,3,-1,-17,41,-11,-3,2025-02-24 12:31:44.533,2.0
-6,5,3,-1,-17,41,-11,-3,2025-02-24 12:31:44.544,2.0
-6,5,3,-1,-17,41,-11,-3,2025-02-24 12:31:44.556,2.0
14,-5,-5,0,-22,-30,-16,-3,2025-02-24 12:31:44.568,2.0
-8,-2,-1,10,-18,12,20,-2,2025-02-24 12:31:44.578,2.0
-8,-2,-1,10,-18,12,20,-2,2025-02-24 12:31:44.589,2.0
1,16,17,-7,-23,6,8,-7,2025-02-24 12:31:44.600,2.0
-1,-7,-12,-6,-19,21,3,5,2025-02-24 12:31:44.611,2.0
-2,-1,-14,-3,-18,12,10,17,2025-02-24 12:31:44.622,2.0
-2,-1,-14,-3,-18,12,10,17,2025-02-24 12:31:44.633,2.0
-12,-21,13,2,-25,21,14,21,2025-02-24 12:31:44.645,2.0
-7,11,3,1,-17,-8,-8,-9,2025-02-24 12:31:44.656,2.0
8,48,-17,-4,-6,-2,-11,-33,2025-02-24 12:31:44.667,2.0
-1,-4,-8,-6,-23,-18,-3,-5,2025-02-24 12:31:44.678,2.0
-1,-4,-8,-6,-23,-18,-3,-5,2025-02-24 12:31:44.689,2.0
-1,-4,-8,-6,-23,-18,-3,-5,2025-02-24 12:31:44.700,2.0
-2,2,17,2,-27,-1,-22,-1,2025-02-24 12:31:44.711,2.0
-3,-13,-27,-7,-21,7,7,2,2025-02-24 12:31:44.723,2.0
-1,-15,-12,-2,-15,1,1,-7,2025-02-24 12:31:44.734,2.0
-1,-15,-12,-2,-15,1,1,-7,2025-02-24 12:31:44.745,2.0
0,-5,-15,0,-32,-5,-3,6,2025-02-24 12:31:44.757,2.0
-2,-6,3,0,-14,-20,-7,1,2025-02-24 12:31:44.768,2.0
-1,-4,9,2,-18,-6,2,-2,2025-02-24 12:31:44.778,2.0
-1,-4,9,2,-18,-6,2,-2,2025-02-24 12:31:44.790,2.0
-1,-2,-8,-1,-17,6,2,-2,2025-02-24 12:31:44.801,2.0
-1,-2,-8,-1,-17,6,2,-2,2025-02-24 12:31:44.813,2.0
2,0,5,14,-8,58,39,4,2025-02-24 12:31:44.824,2.0
2,0,5,14,-8,58,39,4,2025-02-24 12:31:44.835,2.0
-4,-1,0,-7,-22,-27,-15,-10,2025-02-24 12:31:44.846,2.0
-1,-1,-3,-2,-18,14,-1,1,2025-02-24 12:31:44.857,2.0
-1,-1,-3,-2,-18,14,-1,1,2025-02-24 12:31:44.868,2.0
0,-4,-4,-3,-16,-7,-1,-3,2025-02-24 12:31:44.879,2.0
0,-4,-4,-3,-16,-7,-1,-3,2025-02-24 12:31:44.891,2.0
-2,0,-7,0,-20,-10,-6,-5,2025-02-24 12:31:44.903,2.0
-2,6,0,-2,-21,-9,-10,0,2025-02-24 12:31:44.914,2.0
-2,6,0,-2,-21,-9,-10,0,2025-02-24 12:31:44.926,2.0
0,0,-4,-2,-18,6,-2,-9,2025-02-24 12:31:44.936,2.0
0,0,-4,-2,-18,6,-2,-9,2025-02-24 12:31:44.953,2.0
-2,-4,-4,1,-19,1,-1,-1,2025-02-24 12:31:44.958,2.0
-2,-4,-4,1,-19,1,-1,-1,2025-02-24 12:31:44.968,2.0
-4,-7,-16,-5,-15,-16,-9,3,2025-02-24 12:31:44.978,2.0
-4,-7,-16,-5,-15,-16,-9,3,2025-02-24 12:31:44.989,2.0
0,0,-12,0,-20,-4,0,3,2025-02-24 12:31:45.001,2.0
0,0,-12,0,-20,-4,0,3,2025-02-24 12:31:45.012,2.0
1,4,3,1,-15,18,-2,6,2025-02-24 12:31:45.023,2.0
6,5,-8,-4,-18,-3,0,9,2025-02-24 12:31:45.034,2.0
-2,-1,5,-1,-18,18,5,0,2025-02-24 12:31:45.045,2.0
0,-5,13,-1,-27,25,0,-5,2025-02-24 12:31:45.057,2.0
0,-5,13,-1,-27,25,0,-5,2025-02-24 12:31:45.068,2.0
-2,-4,1,-4,-24,-17,-3,5,2025-02-24 12:31:45.079,2.0
-2,-4,1,-4,-24,-17,-3,5,2025-02-24 12:31:45.097,2.0
2,2,7,0,-19,-55,-17,-8,2025-02-24 12:31:45.102,2.0
2,2,7,0,-19,-55,-17,-8,2025-02-24 12:31:45.112,2.0
-5,3,-2,1,-15,1,19,-20,2025-02-24 12:31:45.123,2.0
-6,-7,-3,-2,-16,32,-26,8,2025-02-24 12:31:45.134,2.0
0,-3,12,-3,-15,-66,-46,-15,2025-02-24 12:31:45.145,2.0
0,0,3,6,-8,89,35,-10,2025-02-24 12:31:45.157,2.0
0,1,2,0,-22,-6,4,-7,2025-02-24 12:31:45.172,2.0
0,2,19,-1,-16,39,18,-2,2025-02-24 12:31:45.320,2.0
-4,-12,-3,-11,-10,-7,-8,2,2025-02-24 12:31:45.331,2.0
-2,-2,1,10,-11,-9,1,-1,2025-02-24 12:31:45.336,2.0
-2,-2,1,10,-11,-9,1,-1,2025-02-24 12:31:45.346,2.0
0,-3,1,4,-19,-6,-7,0,2025-02-24 12:31:45.357,2.0
0,-3,1,4,-19,-6,-7,0,2025-02-24 12:31:45.368,2.0
0,0,-1,2,-24,-10,-11,-3,2025-02-24 12:31:45.380,2.0
0,0,-1,2,-24,-10,-11,-3,2025-02-24 12:31:45.393,2.0
2,17,-9,9,-17,2,-2,0,2025-02-24 12:31:45.402,2.0
2,17,-9,9,-17,2,-2,0,2025-02-24 12:31:45.414,2.0
-2,8,-7,7,-14,-2,0,-2,2025-02-24 12:31:45.425,2.0
-2,8,-7,7,-14,-2,0,-2,2025-02-24 12:31:45.436,2.0
0,4,-3,-4,-16,-2,0,1,2025-02-24 12:31:45.447,2.0
0,4,-3,-4,-16,-2,0,1,2025-02-24 12:31:45.459,2.0
-1,6,-3,2,-16,2,-1,-2,2025-02-24 12:31:45.469,2.0
-1,4,-4,4,-17,-2,-2,0,2025-02-24 12:31:45.480,2.0
-1,4,-4,4,-17,-2,-2,0,2025-02-24 12:31:45.491,2.0
1,3,1,3,-16,1,0,0,2025-02-24 12:31:45.503,2.0
1,3,1,3,-16,1,0,0,2025-02-24 12:31:45.514,2.0
0,-2,0,-1,-14,-3,-2,-1,2025-02-24 12:31:45.525,2.0
-1,-1,-1,-6,-18,2,0,-1,2025-02-24 12:31:45.536,2.0
-1,-1,-1,-6,-18,2,0,-1,2025-02-24 12:31:45.547,2.0
-1,-1,-1,-6,-18,2,0,-1,2025-02-24 12:31:45.558,2.0
0,-1,-1,-3,-19,8,13,0,2025-02-24 12:31:45.569,2.0
-1,0,-1,2,-17,-3,0,0,2025-02-24 12:31:45.581,2.0
-1,-3,-1,-5,-24,-11,-12,-3,2025-02-24 12:31:45.593,2.0
-2,-5,-1,-4,-17,-1,-1,-1,2025-02-24 12:31:45.603,2.0
-2,-5,-1,-4,-17,-1,-1,-1,2025-02-24 12:31:45.614,2.0
-2,-6,1,1,-17,0,-3,-1,2025-02-24 12:31:45.625,2.0
-2,-6,1,1,-17,0,-3,-1,2025-02-24 12:31:45.637,2.0
-1,-6,2,-3,-21,-3,-5,-3,2025-02-24 12:31:45.648,2.0
-3,-4,3,6,-3,1,-1,-1,2025-02-24 12:31:45.659,2.0
-3,-4,3,6,-3,1,-1,-1,2025-02-24 12:31:45.670,2.0
-3,-4,3,6,-3,1,-1,-1,2025-02-24 12:31:45.681,2.0
-1,2,1,3,-19,0,0,-1,2025-02-24 12:31:45.693,2.0
0,-5,3,-4,-20,-2,0,0,2025-02-24 12:31:45.704,2.0
-1,3,-2,-4,-22,-2,-1,-2,2025-02-24 12:31:45.716,2.0
-1,-8,3,-1,-18,0,2,-1,2025-02-24 12:31:45.727,2.0
-2,-6,-1,-6,-24,-2,-3,-3,2025-02-24 12:31:45.739,2.0
-2,-6,-1,-6,-24,-2,-3,-3,2025-02-24 12:31:45.750,2.0
-2,-6,-1,-6,-24,-2,-3,-3,2025-02-24 12:31:45.761,2.0
-1,-5,-4,-5,-18,-5,-3,-2,2025-02-24 12:31:45.773,2.0
0,-2,-3,-5,-20,-2,1,1,2025-02-24 12:31:45.784,2.0
0,-2,-3,-5,-20,-2,1,1,2025-02-24 12:31:45.798,2.0
1,-3,2,8,-18,2,2,2,2025-02-24 12:31:45.807,2.0
1,-3,2,8,-18,2,2,2,2025-02-24 12:31:45.818,2.0
0,-2,0,-7,-23,-3,-1,-2,2025-02-24 12:31:45.830,2.0
-2,-5,-6,-7,-27,-9,-4,-2,2025-02-24 12:31:45.842,2.0
-2,-5,-6,-7,-27,-9,-4,-2,2025-02-24 12:31:45.853,2.0
-2,-1,0,0,-19,-1,1,-1,2025-02-24 12:31:45.864,2.0
-2,-1,0,0,-19,-1,1,-1,2025-02-24 12:31:45.875,2.0
-2,-2,-4,-6,-21,-4,-5,0,2025-02-24 12:31:45.886,2.0
0,0,-1,0,-19,0,2,0,2025-02-24 12:31:45.898,2.0
0,0,-1,0,-19,0,2,0,2025-02-24 12:31:45.909,2.0
-2,-3,-1,0,-29,-1,-3,-3,2025-02-24 12:31:45.920,2.0
-2,-3,-1,0,-29,-1,-3,-3,2025-02-24 12:31:45.932,2.0
-1,0,1,4,-15,1,-3,-1,2025-02-24 12:31:45.943,2.0
-1,0,1,4,-15,1,-3,-1,2025-02-24 12:31:45.954,2.0
0,-1,1,-4,-17,-4,-1,-1,2025-02-24 12:31:45.965,2.0
-2,1,1,0,-17,2,0,-1,2025-02-24 12:31:45.976,2.0
-5,-1,-2,-1,-12,1,-1,-1,2025-02-24 12:31:45.988,2.0
-5,-1,-2,-1,-12,1,-1,-1,2025-02-24 12:31:46.000,2.0
0,-2,-3,-5,-15,0,-3,0,2025-02-24 12:31:46.010,2.0
0,-1,0,5,-16,0,0,-1,2025-02-24 12:31:46.021,2.0
-3,-2,-2,-1,-14,-1,0,-2,2025-02-24 12:31:46.033,2.0
-3,-2,-2,-1,-14,-1,0,-2,2025-02-24 12:31:46.044,2.0
1,0,-7,-4,-17,0,-2,-1,2025-02-24 12:31:46.055,2.0
0,0,-1,-1,-17,-1,-1,0,2025-02-24 12:31:46.066,2.0
-1,-1,1,1,-18,0,-2,-2,2025-02-24 12:31:46.077,2.0
-1,-2,-3,-2,-18,-3,-1,-1,2025-02-24 12:31:46.089,2.0
0,0,10,-2,-41,0,-3,1,2025-02-24 12:31:46.100,2.0
0,0,10,-2,-41,0,-3,1,2025-02-24 12:31:46.111,2.0
0,-2,-1,-1,-38,0,-2,-1,2025-02-24 12:31:46.122,2.0
0,-2,-1,-1,-38,0,-2,-1,2025-02-24 12:31:46.134,2.0
0,-1,-1,0,-38,-11,-25,-4,2025-02-24 12:31:46.145,2.0
0,-1,-1,0,-38,-11,-25,-4,2025-02-24 12:31:46.156,2.0
0,-2,-8,-1,-26,-10,-9,1,2025-02-24 12:31:46.167,2.0
0,-2,-8,-1,-26,-10,-9,1,2025-02-24 12:31:46.178,2.0
-2,-4,1,-4,-39,1,-3,-2,2025-02-24 12:31:46.189,2.0
-2,0,2,-2,-29,2,2,0,2025-02-24 12:31:46.202,2.0
-2,-2,-12,0,-25,5,10,0,2025-02-24 12:31:46.211,2.0
-2,0,3,0,-8,1,3,-1,2025-02-24 12:31:46.222,2.0
-2,0,3,0,-8,1,3,-1,2025-02-24 12:31:46.234,2.0
0,-1,-3,6,-5,21,21,1,2025-02-24 12:31:46.245,2.0
-1,0,1,-1,-26,-4,-3,-2,2025-02-24 12:31:46.256,2.0
-2,-1,-3,-6,-22,-11,-10,-2,2025-02-24 12:31:46.268,2.0
-1,-1,-6,1,-8,-3,-3,-1,2025-02-24 12:31:46.280,2.0
-1,-1,-6,1,-8,-3,-3,-1,2025-02-24 12:31:46.290,2.0
-1,0,2,-2,-12,1,2,-1,2025-02-24 12:31:46.301,2.0
-1,0,2,-2,-12,1,2,-1,2025-02-24 12:31:46.312,2.0
1,-1,-2,-3,-10,0,-1,-2,2025-02-24 12:31:46.323,2.0
1,-1,-2,-3,-10,0,-1,-2,2025-02-24 12:31:46.334,2.0
0,0,-1,0,-7,-2,1,0,2025-02-24 12:31:46.345,2.0
0,0,-1,0,-7,-2,1,0,2025-02-24 12:31:46.357,2.0
-3,-2,0,-4,-14,-3,-2,-4,2025-02-24 12:31:46.368,2.0
-3,-2,0,-4,-14,-3,-2,-4,2025-02-24 12:31:46.379,2.0
0,-1,1,0,-9,-17,-8,-1,2025-02-24 12:31:46.391,2.0
0,-3,1,1,-6,23,11,1,2025-02-24 12:31:46.403,2.0
0,-2,-2,-2,-11,4,-1,0,2025-02-24 12:31:46.413,2.0
-3,-1,-2,-3,-31,-4,-3,-3,2025-02-24 12:31:46.425,2.0
-3,-1,-2,-3,-31,-4,-3,-3,2025-02-24 12:31:46.434,2.0
-1,-2,1,2,-20,1,2,-2,2025-02-24 12:31:46.445,2.0
-2,-3,-4,-3,-23,-3,-6,-1,2025-02-24 12:31:46.457,2.0
0,-2,-1,-4,-16,2,2,-2,2025-02-24 12:31:46.468,2.0
0,-2,-1,-4,-16,2,2,-2,2025-02-24 12:31:46.479,2.0
-1,1,-2,-1,-8,2,1,0,2025-02-24 12:31:46.491,2.0
-1,1,-2,-1,-8,2,1,0,2025-02-24 12:31:46.502,2.0
1,-1,1,2,-4,2,3,1,2025-02-24 12:31:46.513,2.0
0,1,0,-1,-10,-4,-5,-2,2025-02-24 12:31:46.524,2.0
-3,-2,-1,0,-7,0,-1,2,2025-02-24 12:31:46.536,2.0
0,1,0,-3,-9,-2,0,-1,2025-02-24 12:31:46.547,2.0
3,3,-1,-2,-9,-2,-2,-1,2025-02-24 12:31:46.558,2.0
0,-1,2,0,-8,2,0,-1,2025-02-24 12:31:46.569,2.0
-2,-2,-4,-5,-38,-4,-4,-1,2025-02-24 12:31:46.581,2.0
-2,-2,-4,-5,-38,-4,-4,-1,2025-02-24 12:31:46.592,2.0
-2,-2,-4,-5,-38,-4,-4,-1,2025-02-24 12:31:46.604,2.0
-2,-2,-2,0,-36,-11,-12,-2,2025-02-24 12:31:46.614,2.0
1,-2,-1,0,-30,4,4,2,2025-02-24 12:31:46.624,2.0
1,-2,-1,0,-30,4,4,2,2025-02-24 12:31:46.635,2.0
-3,-2,-2,-2,-31,-1,-6,-2,2025-02-24 12:31:46.647,2.0
-3,-3,-2,-2,-12,-9,-11,-8,2025-02-24 12:31:46.658,2.0
-2,-2,0,-1,-3,-1,4,2,2025-02-24 12:31:46.669,2.0
-2,-2,0,-1,-3,-1,4,2,2025-02-24 12:31:46.680,2.0
-3,0,-1,2,-4,25,14,-1,2025-02-24 12:31:46.692,2.0
-3,0,-1,2,-4,25,14,-1,2025-02-24 12:31:46.702,2.0
-2,-2,-1,-3,-49,-21,-15,-1,2025-02-24 12:31:46.714,2.0
1,-2,-1,-3,-23,5,16,3,2025-02-24 12:31:46.725,2.0
-1,-1,-2,-2,-22,-16,-2,-3,2025-02-24 12:31:46.736,2.0
-1,0,0,-1,-13,0,-8,1,2025-02-24 12:31:46.747,2.0
-1,-1,-1,-1,-8,-2,-9,-1,2025-02-24 12:31:46.759,2.0
-2,-1,0,-2,-11,-5,-3,-2,2025-02-24 12:31:46.770,2.0
-3,-1,0,0,-5,12,6,-2,2025-02-24 12:31:46.781,2.0
1,-2,-2,0,-11,-3,-7,-2,2025-02-24 12:31:46.792,2.0
