Accuracy01;ActiveHand;AfterEffectCm;AttemptIndex;BlockType;ChoiceSide;ConfirmMitigationMode;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;DeltaAccuracyPct;EffectMode;Email;ErrorCm;Event;EventType;Framecount;GameId;GapMeters;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HitDistanceMeters;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;HitWorldX;HitWorldY;HitWorldZ;IsCorrect;IsHit;LeftControllerLaserPosWorldX;LeftControllerLaserPosWorldY;LeftControllerLaserPosWorldZ;LeftControllerLaserRotEulerX;LeftControllerLaserRotEulerY;LeftControllerLaserRotEulerZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerTrigger;LeftLengthMeters;LeftMovementAnchorPosWorldX;LeftMovementAnchorPosWorldY;LeftMovementAnchorPosWorldZ;LeftMovementAnchorRotEulerX;LeftMovementAnchorRotEulerY;LeftMovementAnchorRotEulerZ;LeftMovementAnchorSource;LineLengthMeters;LineZMeters;LongerSide;MeanCm;MoleId;MoleIndexX;MoleIndexY;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerTrigger;RightLengthMeters;RightMovementAnchorPosWorldX;RightMovementAnchorPosWorldY;RightMovementAnchorPosWorldZ;RightMovementAnchorRotEulerX;RightMovementAnchorRotEulerY;RightMovementAnchorRotEulerZ;RightMovementAnchorSource;SdCm;SessionID;SignedOffsetCm;SourceTaskMode;SuccessCount;TargetIndex;TargetRadiusMeters;TargetWorldX;TargetWorldY;TargetWorldZ;TaskMode;TimeSinceLastEvent;Timestamp;TrackingMode;TrialIndex;TrialsPerBlock;XRBackend
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Game Started;GameEvent;1;df389a41-d8c1-4961-aa19-0d2a7e8db768;NULL;0.0000;0.3614;-0.5530;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;-0.5455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;-0.5455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;0f90885d-d73a-4634-aebf-923d0351dd7a;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-04-01 12:34:07.1223;Controllers;NULL;NULL;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Block Started;BlockEvent;1;df389a41-d8c1-4961-aa19-0d2a7e8db768;NULL;0.0000;0.3614;-0.5530;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;-0.5455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;-0.5455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;0f90885d-d73a-4634-aebf-923d0351dd7a;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-04-01 12:34:07.1238;Controllers;NULL;NULL;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;1;df389a41-d8c1-4961-aa19-0d2a7e8db768;NULL;0.0000;0.3614;-0.5530;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;-0.5455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;-0.5455;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;0f90885d-d73a-4634-aebf-923d0351dd7a;NULL;NULL;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-04-01 12:34:07.1253;Controllers;1;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;164;df389a41-d8c1-4961-aa19-0d2a7e8db768;NULL;-0.0048;0.0036;-0.0075;352.6299;357.2538;2.5327;NULL;NULL;NULL;NULL;-0.2256;0.0000;2.0000;NULL;NULL;0.2532;-1.7596;-0.0408;0.0000;343.4929;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0200;-0.0513;0.4261;2.3902;351.1298;356.5622;0.0253;-0.0591;0.4238;2.9812;352.5782;357.1431;1;NULL;0.0253;-0.0591;0.4238;2.9812;352.5782;357.1431;ControllerBody;NULL;0f90885d-d73a-4634-aebf-923d0351dd7a;-22.5602;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;1.5429;2026-04-01 12:34:10.2184;Controllers;1;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;164;df389a41-d8c1-4961-aa19-0d2a7e8db768;NULL;-0.0048;0.0036;-0.0075;352.6299;357.2538;2.5327;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.2532;-1.7596;-0.0408;0.0000;343.4929;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0200;-0.0513;0.4261;2.3902;351.1298;356.5622;0.0253;-0.0591;0.4238;2.9812;352.5782;357.1431;1;NULL;0.0253;-0.0591;0.4238;2.9812;352.5782;357.1431;ControllerBody;NULL;0f90885d-d73a-4634-aebf-923d0351dd7a;NULL;NULL;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-04-01 12:34:10.2189;Controllers;2;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;188;df389a41-d8c1-4961-aa19-0d2a7e8db768;NULL;-0.0044;0.0024;-0.0042;353.1346;358.0564;2.4415;NULL;NULL;NULL;NULL;-0.1137;0.0000;2.0000;NULL;NULL;0.2532;-1.7596;-0.0408;0.0000;343.4929;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0261;-0.0617;0.4327;4.8481;354.9011;359.5629;0.0287;-0.0713;0.4297;5.3576;353.6942;0.2080;1;NULL;0.0287;-0.0713;0.4297;5.3576;353.6942;0.2080;ControllerBody;NULL;0f90885d-d73a-4634-aebf-923d0351dd7a;-11.3733;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2002;2026-04-01 12:34:10.4172;Controllers;2;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;188;df389a41-d8c1-4961-aa19-0d2a7e8db768;NULL;-0.0044;0.0024;-0.0042;353.1346;358.0564;2.4415;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.2532;-1.7596;-0.0408;0.0000;343.4929;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0261;-0.0617;0.4327;4.8481;354.9011;359.5629;0.0287;-0.0713;0.4297;5.3576;353.6942;0.2080;1;NULL;0.0287;-0.0713;0.4297;5.3576;353.6942;0.2080;ControllerBody;NULL;0f90885d-d73a-4634-aebf-923d0351dd7a;NULL;NULL;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-04-01 12:34:10.4189;Controllers;3;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;211;df389a41-d8c1-4961-aa19-0d2a7e8db768;NULL;-0.0037;0.0016;-0.0012;353.6449;358.3922;2.0728;NULL;NULL;NULL;NULL;-0.1557;0.0000;2.0000;NULL;NULL;0.2532;-1.7596;-0.0408;0.0000;343.4929;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0291;-0.0646;0.4355;3.8583;353.2620;358.1828;0.0260;-0.0651;0.4268;2.9077;350.0600;358.2404;1;NULL;0.0260;-0.0651;0.4268;2.9077;350.0600;358.2404;ControllerBody;NULL;0f90885d-d73a-4634-aebf-923d0351dd7a;-15.5747;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.1915;2026-04-01 12:34:10.6084;Controllers;3;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;211;df389a41-d8c1-4961-aa19-0d2a7e8db768;NULL;-0.0037;0.0016;-0.0012;353.6449;358.3922;2.0728;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.2532;-1.7596;-0.0408;0.0000;343.4929;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0291;-0.0646;0.4355;3.8583;353.2620;358.1828;0.0260;-0.0651;0.4268;2.9077;350.0600;358.2404;1;NULL;0.0260;-0.0651;0.4268;2.9077;350.0600;358.2404;ControllerBody;NULL;0f90885d-d73a-4634-aebf-923d0351dd7a;NULL;NULL;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-04-01 12:34:10.6099;Controllers;4;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;232;df389a41-d8c1-4961-aa19-0d2a7e8db768;NULL;-0.0020;-0.0008;0.0024;354.4187;358.9684;1.9794;NULL;NULL;NULL;NULL;-0.1324;0.0000;2.0000;NULL;NULL;0.2532;-1.7596;-0.0408;0.0000;343.4929;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0305;-0.0648;0.4361;2.9792;354.0545;358.7436;0.0299;-0.0670;0.4286;3.3753;352.6454;358.6556;1;NULL;0.0299;-0.0670;0.4286;3.3753;352.6454;358.6556;ControllerBody;NULL;0f90885d-d73a-4634-aebf-923d0351dd7a;-13.2385;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.1753;2026-04-01 12:34:10.7828;Controllers;4;30;OpenXR
