ConfirmMitigationMode;DeviceID;Email;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp;TrackingMode;XRBackend
NoMitigation;85449bb515d38eca111016248ac99e8c86479117;anonymous;6071;controller;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;0.0000;1e45dc12-a3cd-4ec2-80ff-d207652ae3f5;Aborted;2026-04-01 12:30:28.7348;Controllers;OpenXR
