ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;Translation;NoMitigation;anonymous;827;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;13.0114;-9.1784;0f90885d-d73a-4634-aebf-923d0351dd7a;NULL;BlockMetric;OpenLoop;2026-04-01 12:34:15.8094;Controllers;30;OpenXR
