ConfirmMitigationMode;DeviceID;Email;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp;TrackingMode;XRBackend
NoMitigation;85449bb515d38eca111016248ac99e8c86479117;anonymous;1425;controller;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;10.8223;fb7cef72-46e7-4c8f-9e93-2ed01a0fcf5a;Aborted;2026-04-01 11:59:53.8928;Controllers;OpenXR
