ConfirmMitigationMode;DeviceID;Email;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp;TrackingMode;XRBackend
NoMitigation;85449bb515d38eca111016248ac99e8c86479117;anonymous;60197;embodied;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;0.0000;5f1476af-489f-4f41-b71a-9719d7562934;Aborted;2026-03-26 13:40:27.5455;Hands;OpenXR
