ConfirmMitigationMode;DeviceID;Email;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp;TrackingMode;XRBackend
NoMitigation;85449bb515d38eca111016248ac99e8c86479117;anonymous;9262;embodied;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;0.0000;99a15e51-4018-4bd2-990f-a5ab915e3bbc;Aborted;2026-04-01 13:25:45.4684;Hands;OpenXR
