ConfirmMitigationMode;DeviceID;Email;ExposureHitRadiusCm;ExposureHitRadiusMeters;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp;TrackingMode;XRBackend
NoMitigation;85449bb515d38eca111016248ac99e8c86479117;anonymous;10.0000;0.1000;40181;embodied;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;373.2209;39a103cc-5dde-4664-9725-868e4cc33844;Finished;2026-03-26 12:16:47.9087;Hands;OpenXR
