ConfirmMitigationMode;DeviceID;Email;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp;TrackingMode;XRBackend
NoMitigation;85449bb515d38eca111016248ac99e8c86479117;anonymous;2;controller;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;0.0200;a0eafe82-9796-4811-a87e-06285c171f4c;Aborted;2026-04-01 12:37:02.6644;Controllers;OpenXR
