ConfirmMitigationMode;DeviceID;Email;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp;TrackingMode;XRBackend
NoMitigation;85449bb515d38eca111016248ac99e8c86479117;anonymous;7059;embodied;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;90.9304;f17a1932-69d2-4373-b950-b0ee77abb0a3;Aborted;2026-03-30 10:57:21.4422;Hands;OpenXR
