ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;None;NoMitigation;anonymous;1709;NULL;BisectionError;cm;NULL;Mean signed line bisection error;2.2031;2.6159;880b9683-5724-4b15-bfe5-5c8f16a5300b;NULL;BlockMetric;LineBisection;2026-03-26 11:44:23.0909;Controllers;20;OpenXR
Right;None;NULL;NULL;Post;None;NoMitigation;anonymous;9088;NULL;BisectionError;cm;NULL;Mean signed line bisection error;2.7617;4.7092;880b9683-5724-4b15-bfe5-5c8f16a5300b;NULL;BlockMetric;LineBisection;2026-03-26 11:45:37.4902;Controllers;20;OpenXR
Right;None;2.2031;2.6159;Post;None;NoMitigation;anonymous;9088;2.0933;BisectionError;cm;0.9502;Post minus baseline bisection error;2.7617;4.7092;880b9683-5724-4b15-bfe5-5c8f16a5300b;2.0933;Aftereffect;LineBisection;2026-03-26 11:45:37.4970;Controllers;20;OpenXR
