ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;Translation;NoMitigation;anonymous;2860;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;0.5170;-2.6013;a08a302b-aead-4f6e-a9a6-2a0b3992ba8e;NULL;BlockMetric;OpenLoop;2026-03-26 11:08:25.8622;Controllers;30;OpenXR
Right;None;NULL;NULL;Post;Translation;NoMitigation;anonymous;9735;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;1.5101;-5.3528;a08a302b-aead-4f6e-a9a6-2a0b3992ba8e;NULL;BlockMetric;OpenLoop;2026-03-26 11:10:00.2552;Controllers;30;OpenXR
Right;None;0.5170;-2.6013;Post;Translation;NoMitigation;anonymous;9735;2.7515;SignedEndpointError;cm;5.3221;Post minus baseline horizontal endpoint error;1.5101;-5.3528;a08a302b-aead-4f6e-a9a6-2a0b3992ba8e;-2.7515;Aftereffect;OpenLoop;2026-03-26 11:10:00.2635;Controllers;30;OpenXR
