ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;Translation;NoMitigation;anonymous;1916;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;2.4600;1.4212;bbfc04fc-4c93-477f-9fcb-ca0779db41a4;NULL;BlockMetric;OpenLoop;2026-04-01 12:04:48.7296;Controllers;30;OpenXR
Right;None;NULL;NULL;Post;Translation;NoMitigation;anonymous;12441;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;0.7428;-8.9227;bbfc04fc-4c93-477f-9fcb-ca0779db41a4;NULL;BlockMetric;OpenLoop;2026-04-01 12:06:17.3797;Controllers;30;OpenXR
Right;None;2.4600;1.4212;Post;Translation;NoMitigation;anonymous;12441;10.3438;SignedEndpointError;cm;4.2048;Post minus baseline horizontal endpoint error;0.7428;-8.9227;bbfc04fc-4c93-477f-9fcb-ca0779db41a4;-10.3438;Aftereffect;OpenLoop;2026-04-01 12:06:17.3822;Controllers;30;OpenXR
