ConfirmMitigationMode;DeviceID;Email;ExposureHitRadiusCm;ExposureHitRadiusMeters;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp;TrackingMode;XRBackend
NoMitigation;85449bb515d38eca111016248ac99e8c86479117;anonymous;10.0000;0.1000;11595;controller;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;119.1178;a6d85680-a59d-4b8c-827a-59f65002a782;Finished;2026-03-26 11:53:34.3424;Controllers;OpenXR
