ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;None;NoMitigation;anonymous;10891;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;2.4906;-1.8920;122ed9df-0a02-49d5-9741-6f70481e5b76;NULL;BlockMetric;OpenLoop;2026-03-26 12:00:33.7762;Hands;30;OpenXR
Right;None;NULL;NULL;Post;None;NoMitigation;anonymous;56878;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;2.3399;0.9458;122ed9df-0a02-49d5-9741-6f70481e5b76;NULL;BlockMetric;OpenLoop;2026-03-26 12:07:47.8638;Hands;30;OpenXR
Right;None;2.4906;-1.8920;Post;None;NoMitigation;anonymous;56878;2.8378;SignedEndpointError;cm;1.1394;Post minus baseline horizontal endpoint error;2.3399;0.9458;122ed9df-0a02-49d5-9741-6f70481e5b76;2.8378;Aftereffect;OpenLoop;2026-03-26 12:07:47.8722;Hands;30;OpenXR
