Accuracy01;ActiveHand;AfterEffectCm;AttemptIndex;BlockType;ChoiceSide;ConfirmMitigationMode;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;DeltaAccuracyPct;EffectMode;Email;ErrorCm;Event;EventType;Framecount;GameId;GapMeters;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HitDistanceMeters;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;HitWorldX;HitWorldY;HitWorldZ;IsCorrect;IsHit;LeftControllerLaserPosWorldX;LeftControllerLaserPosWorldY;LeftControllerLaserPosWorldZ;LeftControllerLaserRotEulerX;LeftControllerLaserRotEulerY;LeftControllerLaserRotEulerZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerTrigger;LeftLengthMeters;LeftMovementAnchorPosWorldX;LeftMovementAnchorPosWorldY;LeftMovementAnchorPosWorldZ;LeftMovementAnchorRotEulerX;LeftMovementAnchorRotEulerY;LeftMovementAnchorRotEulerZ;LeftMovementAnchorSource;LineLengthMeters;LineZMeters;LongerSide;MeanCm;MoleId;MoleIndexX;MoleIndexY;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerTrigger;RightLengthMeters;RightMovementAnchorPosWorldX;RightMovementAnchorPosWorldY;RightMovementAnchorPosWorldZ;RightMovementAnchorRotEulerX;RightMovementAnchorRotEulerY;RightMovementAnchorRotEulerZ;RightMovementAnchorSource;SdCm;SessionID;SignedOffsetCm;SourceTaskMode;SuccessCount;TargetIndex;TargetRadiusMeters;TargetWorldX;TargetWorldY;TargetWorldZ;TaskMode;TimeSinceLastEvent;Timestamp;TrackingMode;TrialIndex;TrialsPerBlock;XRBackend
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Game Started;GameEvent;1;e3c1910c-35ff-4c14-8f84-e5b690188ce0;NULL;0.0000;0.3614;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;101000fe-ffd0-482c-b54b-ed965a892a48;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-03-26 11:10:46.4122;Controllers;NULL;NULL;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Block Started;BlockEvent;1;e3c1910c-35ff-4c14-8f84-e5b690188ce0;NULL;0.0000;0.3614;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;101000fe-ffd0-482c-b54b-ed965a892a48;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-03-26 11:10:46.4165;Controllers;NULL;NULL;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;1;e3c1910c-35ff-4c14-8f84-e5b690188ce0;NULL;0.0000;0.3614;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;0.3614;0.0075;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0;NULL;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;ControllerBody;NULL;101000fe-ffd0-482c-b54b-ed965a892a48;NULL;NULL;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-03-26 11:10:46.4266;Controllers;1;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;370;e3c1910c-35ff-4c14-8f84-e5b690188ce0;NULL;-0.0264;-0.0041;-0.0413;1.2677;358.0251;359.1840;NULL;NULL;NULL;NULL;-0.0569;0.0000;2.0000;NULL;NULL;-0.1440;-0.4396;0.4111;46.0346;354.0278;197.0200;-0.1438;-0.4347;0.4059;46.0812;353.8319;196.8523;0;NULL;-0.1438;-0.4347;0.4059;46.0812;353.8319;196.8523;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0042;-0.0173;0.5627;0.1647;357.5663;0.3346;0.0035;-0.0169;0.5560;0.4397;357.9431;0.5077;1;NULL;0.0035;-0.0169;0.5560;0.4397;357.9431;0.5077;ControllerBody;NULL;101000fe-ffd0-482c-b54b-ed965a892a48;-5.6884;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;11.7824;2026-03-26 11:11:09.4570;Controllers;1;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;370;e3c1910c-35ff-4c14-8f84-e5b690188ce0;NULL;-0.0264;-0.0041;-0.0413;1.2677;358.0251;359.1840;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.1440;-0.4396;0.4111;46.0346;354.0278;197.0200;-0.1438;-0.4347;0.4059;46.0812;353.8319;196.8523;0;NULL;-0.1438;-0.4347;0.4059;46.0812;353.8319;196.8523;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0042;-0.0173;0.5627;0.1647;357.5663;0.3346;0.0035;-0.0169;0.5560;0.4397;357.9431;0.5077;1;NULL;0.0035;-0.0169;0.5560;0.4397;357.9431;0.5077;ControllerBody;NULL;101000fe-ffd0-482c-b54b-ed965a892a48;NULL;NULL;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-03-26 11:11:09.4639;Controllers;2;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;378;e3c1910c-35ff-4c14-8f84-e5b690188ce0;NULL;-0.0256;-0.0038;-0.0417;1.0490;358.1134;358.8888;NULL;NULL;NULL;NULL;-0.0565;0.0000;2.0000;NULL;NULL;-0.1440;-0.4397;0.4111;46.0346;354.0278;197.0200;-0.1438;-0.4348;0.4058;46.0842;353.8244;196.8470;0;NULL;-0.1438;-0.4348;0.4058;46.0842;353.8244;196.8470;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0040;-0.0173;0.5628;0.2050;357.5919;0.4661;0.0024;-0.0162;0.5559;0.0410;357.6209;0.6513;1;NULL;0.0024;-0.0162;0.5559;0.0410;357.6209;0.6513;ControllerBody;NULL;101000fe-ffd0-482c-b54b-ed965a892a48;-5.6489;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.3489;2026-03-26 11:11:09.7929;Controllers;2;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;378;e3c1910c-35ff-4c14-8f84-e5b690188ce0;NULL;-0.0256;-0.0038;-0.0417;1.0490;358.1134;358.8888;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.1440;-0.4397;0.4111;46.0346;354.0278;197.0200;-0.1438;-0.4348;0.4058;46.0842;353.8244;196.8470;0;NULL;-0.1438;-0.4348;0.4058;46.0842;353.8244;196.8470;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0040;-0.0173;0.5628;0.2050;357.5919;0.4661;0.0024;-0.0162;0.5559;0.0410;357.6209;0.6513;1;NULL;0.0024;-0.0162;0.5559;0.0410;357.6209;0.6513;ControllerBody;NULL;101000fe-ffd0-482c-b54b-ed965a892a48;NULL;NULL;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-03-26 11:11:09.8011;Controllers;3;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;384;e3c1910c-35ff-4c14-8f84-e5b690188ce0;NULL;-0.0259;-0.0033;-0.0421;0.7860;357.9436;358.9870;NULL;NULL;NULL;NULL;-0.0557;0.0000;2.0000;NULL;NULL;-0.1440;-0.4397;0.4111;46.0346;354.0278;197.0200;-0.1438;-0.4348;0.4058;46.0842;353.8244;196.8470;0;NULL;-0.1438;-0.4348;0.4058;46.0842;353.8244;196.8470;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0039;-0.0171;0.5629;0.1665;357.6244;0.5106;0.0045;-0.0144;0.5557;359.8995;357.8450;0.5934;1;NULL;0.0045;-0.0144;0.5557;359.8995;357.8450;0.5934;ControllerBody;NULL;101000fe-ffd0-482c-b54b-ed965a892a48;-5.5739;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.2944;2026-03-26 11:11:10.0799;Controllers;3;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;384;e3c1910c-35ff-4c14-8f84-e5b690188ce0;NULL;-0.0259;-0.0033;-0.0421;0.7860;357.9436;358.9870;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.1440;-0.4397;0.4111;46.0346;354.0278;197.0200;-0.1438;-0.4348;0.4058;46.0842;353.8244;196.8470;0;NULL;-0.1438;-0.4348;0.4058;46.0842;353.8244;196.8470;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0039;-0.0171;0.5629;0.1665;357.6244;0.5106;0.0045;-0.0144;0.5557;359.8995;357.8450;0.5934;1;NULL;0.0045;-0.0144;0.5557;359.8995;357.8450;0.5934;ControllerBody;NULL;101000fe-ffd0-482c-b54b-ed965a892a48;NULL;NULL;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-03-26 11:11:10.1007;Controllers;4;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;403;e3c1910c-35ff-4c14-8f84-e5b690188ce0;NULL;-0.0253;-0.0034;-0.0422;0.7431;357.8553;358.9950;NULL;NULL;NULL;NULL;-0.0516;0.0000;2.0000;NULL;NULL;-0.1441;-0.4397;0.4111;46.0346;354.0278;197.0200;-0.1438;-0.4348;0.4058;46.0843;353.8244;196.8470;0;NULL;-0.1438;-0.4348;0.4058;46.0843;353.8244;196.8470;ControllerBody;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0041;-0.0161;0.5626;0.1481;357.7795;0.5252;0.0068;-0.0147;0.5536;0.1245;358.4141;0.5090;1;NULL;0.0068;-0.0147;0.5536;0.1245;358.4141;0.5090;ControllerBody;NULL;101000fe-ffd0-482c-b54b-ed965a892a48;-5.1583;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.6146;2026-03-26 11:11:10.7392;Controllers;4;30;OpenXR
