ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;None;OppositeHandTrigger;anonymous;3511;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;0.4847;1.3771;ddf3c195-10bc-4b03-823f-47bf204d84f6;NULL;BlockMetric;OpenLoop;2026-03-26 11:34:16.2217;Controllers;30;OpenXR
Right;None;NULL;NULL;Post;None;OppositeHandTrigger;anonymous;14675;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;0.4130;-0.7733;ddf3c195-10bc-4b03-823f-47bf204d84f6;NULL;BlockMetric;OpenLoop;2026-03-26 11:35:59.1551;Controllers;30;OpenXR
Right;None;0.4847;1.3771;Post;None;OppositeHandTrigger;anonymous;14675;2.1504;SignedEndpointError;cm;4.4361;Post minus baseline horizontal endpoint error;0.4130;-0.7733;ddf3c195-10bc-4b03-823f-47bf204d84f6;-2.1504;Aftereffect;OpenLoop;2026-03-26 11:35:59.1597;Controllers;30;OpenXR
