ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;None;NoMitigation;anonymous;6873;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;5.7671;-1.3171;74d2926a-426a-4027-80f0-b73635af967b;NULL;BlockMetric;OpenLoop;2026-05-18 09:39:27.0546;Hands;30;OpenXR
Right;None;NULL;NULL;Post;None;NoMitigation;anonymous;24739;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;3.9120;-2.1079;74d2926a-426a-4027-80f0-b73635af967b;NULL;BlockMetric;OpenLoop;2026-05-18 09:44:29.4383;Hands;30;OpenXR
Right;None;5.7671;-1.3171;Post;None;NoMitigation;anonymous;24739;0.7907;SignedEndpointError;cm;0.1371;Post minus baseline horizontal endpoint error;3.9120;-2.1079;74d2926a-426a-4027-80f0-b73635af967b;-0.7907;Aftereffect;OpenLoop;2026-05-18 09:44:29.4404;Hands;30;OpenXR
