ConfirmMitigationMode;DeviceID;Email;ExposureHitRadiusCm;ExposureHitRadiusMeters;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp;TrackingMode;XRBackend
NoMitigation;85449bb515d38eca111016248ac99e8c86479117;anonymous;10.0000;0.1000;6802;controller;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;71.8539;4787b7da-649c-442d-b855-65d1db0f7ce9;Finished;2026-03-26 11:56:00.8586;Controllers;OpenXR
