ConfirmMitigationMode;DeviceID;Email;ExposureHitRadiusCm;ExposureHitRadiusMeters;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp;TrackingMode;XRBackend
ControllerHoverConfirm;85449bb515d38eca111016248ac99e8c86479117;anonymous;10.0000;0.1000;35039;controller;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;364.6821;74331e22-d15e-49ae-974a-b7b2b1a343ae;Finished;2026-03-26 11:42:24.2893;Controllers;OpenXR
