Accuracy01;ActiveHand;AfterEffectCm;AttemptIndex;BlockType;ChoiceSide;ConfirmMitigationMode;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;DeltaAccuracyPct;EffectMode;Email;ErrorCm;Event;EventType;Framecount;GameId;GapMeters;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HitDistanceMeters;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;HitWorldX;HitWorldY;HitWorldZ;IsCorrect;IsHit;LeftControllerLaserPosWorldX;LeftControllerLaserPosWorldY;LeftControllerLaserPosWorldZ;LeftControllerLaserRotEulerX;LeftControllerLaserRotEulerY;LeftControllerLaserRotEulerZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerTrigger;LeftLengthMeters;LeftMovementAnchorPosWorldX;LeftMovementAnchorPosWorldY;LeftMovementAnchorPosWorldZ;LeftMovementAnchorRotEulerX;LeftMovementAnchorRotEulerY;LeftMovementAnchorRotEulerZ;LeftMovementAnchorSource;LineLengthMeters;LineZMeters;LongerSide;MeanCm;MoleId;MoleIndexX;MoleIndexY;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerTrigger;RightLengthMeters;RightMovementAnchorPosWorldX;RightMovementAnchorPosWorldY;RightMovementAnchorPosWorldZ;RightMovementAnchorRotEulerX;RightMovementAnchorRotEulerY;RightMovementAnchorRotEulerZ;RightMovementAnchorSource;SdCm;SessionID;SignedOffsetCm;SourceTaskMode;SuccessCount;TargetIndex;TargetRadiusMeters;TargetWorldX;TargetWorldY;TargetWorldZ;TaskMode;TimeSinceLastEvent;Timestamp;TrackingMode;TrialIndex;TrialsPerBlock;XRBackend
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Game Started;GameEvent;1;877a4ae9-5043-4b6b-b35e-95337330fe10;NULL;0.0000;0.3614;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;;;;;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;;;;;;;;NULL;122ed9df-0a02-49d5-9741-6f70481e5b76;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-03-26 11:58:55.0650;Hands;NULL;NULL;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Block Started;BlockEvent;1;877a4ae9-5043-4b6b-b35e-95337330fe10;NULL;0.0000;0.3614;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;;;;;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;;;;;;;;NULL;122ed9df-0a02-49d5-9741-6f70481e5b76;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-03-26 11:58:55.0666;Hands;NULL;NULL;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;1;877a4ae9-5043-4b6b-b35e-95337330fe10;NULL;0.0000;0.3614;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;;;;;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;;;;;;;;NULL;122ed9df-0a02-49d5-9741-6f70481e5b76;NULL;NULL;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-03-26 11:58:55.0686;Hands;1;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;557;877a4ae9-5043-4b6b-b35e-95337330fe10;NULL;0.0014;0.0011;-0.0232;356.2106;358.2715;0.0225;NULL;NULL;NULL;NULL;0.0164;0.0000;2.0000;NULL;NULL;;;;;;;;;;;;;0;NULL;-0.1605;-0.5845;0.2610;353.0241;6.7754;27.9623;Palm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;0.0540;-0.0629;0.4670;341.6145;1.5329;342.4557;Palm;NULL;122ed9df-0a02-49d5-9741-6f70481e5b76;1.6378;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;4.9381;2026-03-26 11:59:02.5671;Hands;1;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;557;877a4ae9-5043-4b6b-b35e-95337330fe10;NULL;0.0014;0.0011;-0.0232;356.2106;358.2715;0.0225;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;-0.1605;-0.5845;0.2610;353.0241;6.7754;27.9623;Palm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;0.0540;-0.0629;0.4670;341.6145;1.5329;342.4557;Palm;NULL;122ed9df-0a02-49d5-9741-6f70481e5b76;NULL;NULL;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-03-26 11:59:02.5692;Hands;2;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;905;877a4ae9-5043-4b6b-b35e-95337330fe10;NULL;0.0038;0.0023;-0.0187;355.9956;358.5390;359.8769;NULL;NULL;NULL;NULL;-0.0315;0.0000;2.0000;NULL;NULL;;;;;;;;;;;;;0;NULL;-0.1606;-0.5844;0.2612;353.1129;6.5904;28.1547;Palm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;0.0578;-0.0579;0.4700;340.3381;355.4099;354.4549;Palm;NULL;122ed9df-0a02-49d5-9741-6f70481e5b76;-3.1517;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;2.9661;2026-03-26 11:59:05.5330;Hands;2;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;905;877a4ae9-5043-4b6b-b35e-95337330fe10;NULL;0.0038;0.0023;-0.0187;355.9956;358.5390;359.8769;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;-0.1606;-0.5844;0.2612;353.1129;6.5904;28.1547;Palm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;0.0578;-0.0579;0.4700;340.3381;355.4099;354.4549;Palm;NULL;122ed9df-0a02-49d5-9741-6f70481e5b76;NULL;NULL;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-03-26 11:59:05.5350;Hands;3;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;1280;877a4ae9-5043-4b6b-b35e-95337330fe10;NULL;0.0053;0.0017;-0.0145;356.5772;358.9940;359.3500;NULL;NULL;NULL;NULL;-0.0264;0.0000;2.0000;NULL;NULL;;;;;;;;;;;;;0;NULL;-0.1614;-0.5864;0.2621;352.9339;6.5922;28.2251;Palm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;0.0598;-0.0595;0.4760;341.5115;356.9405;356.6816;Palm;NULL;122ed9df-0a02-49d5-9741-6f70481e5b76;-2.6362;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;3.1494;2026-03-26 11:59:08.6823;Hands;3;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;1280;877a4ae9-5043-4b6b-b35e-95337330fe10;NULL;0.0053;0.0017;-0.0145;356.5772;358.9940;359.3500;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;-0.1614;-0.5864;0.2621;352.9339;6.5922;28.2251;Palm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;0.0598;-0.0595;0.4760;341.5115;356.9405;356.6816;Palm;NULL;122ed9df-0a02-49d5-9741-6f70481e5b76;NULL;NULL;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-03-26 11:59:08.6844;Hands;4;30;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;1658;877a4ae9-5043-4b6b-b35e-95337330fe10;NULL;0.0090;0.0023;-0.0105;356.4908;359.7628;357.4463;NULL;NULL;NULL;NULL;0.0053;0.0000;2.0000;NULL;NULL;;;;;;;;;;;;;0;NULL;-0.1603;-0.5840;0.2612;352.2768;6.8665;28.4762;Palm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;0.0608;-0.0596;0.4779;342.4463;358.8936;353.4610;Palm;NULL;122ed9df-0a02-49d5-9741-6f70481e5b76;0.5333;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;3.1656;2026-03-26 11:59:11.8474;Hands;4;30;OpenXR
