ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;Translation;NoMitigation;anonymous;3252;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;0.6824;-0.5171;a8a4c687-4692-49cc-837e-e9fbb000d445;NULL;BlockMetric;OpenLoop;2026-04-01 12:14:44.3347;Controllers;30;OpenXR
Right;None;NULL;NULL;Post;Translation;NoMitigation;anonymous;10655;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;1.6356;-11.5676;a8a4c687-4692-49cc-837e-e9fbb000d445;NULL;BlockMetric;OpenLoop;2026-04-01 12:15:46.6834;Controllers;30;OpenXR
Right;None;0.6824;-0.5171;Post;Translation;NoMitigation;anonymous;10655;11.0504;SignedEndpointError;cm;16.1944;Post minus baseline horizontal endpoint error;1.6356;-11.5676;a8a4c687-4692-49cc-837e-e9fbb000d445;-11.0504;Aftereffect;OpenLoop;2026-04-01 12:15:46.6849;Controllers;30;OpenXR
