ConfirmMitigationMode;DeviceID;Email;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp;TrackingMode;XRBackend
NoMitigation;85449bb515d38eca111016248ac99e8c86479117;anonymous;1105;controller;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;18.9031;253d3d3e-f1d5-40a8-961e-297c62342acf;Aborted;2026-05-18 09:50:04.1154;Controllers;OpenXR
