ConfirmMitigationMode;DeviceID;Email;ExposureHitRadiusCm;ExposureHitRadiusMeters;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp;TrackingMode;XRBackend
NoMitigation;85449bb515d38eca111016248ac99e8c86479117;anonymous;10.0000;0.1000;2505;controller;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;18.4623;e6bd0798-41de-45cd-aafb-f55700b41e99;Aborted;2026-04-01 12:36:23.8196;Controllers;OpenXR
