Accuracy01;ActiveHand;AfterEffectCm;AttemptIndex;BlockType;ChoiceSide;ConfirmMitigationMode;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;DeltaAccuracyPct;EffectMode;Email;ErrorCm;Event;EventType;Framecount;GameId;GapMeters;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HitDistanceMeters;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;HitWorldX;HitWorldY;HitWorldZ;IsCorrect;IsHit;LeftControllerLaserPosWorldX;LeftControllerLaserPosWorldY;LeftControllerLaserPosWorldZ;LeftControllerLaserRotEulerX;LeftControllerLaserRotEulerY;LeftControllerLaserRotEulerZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerTrigger;LeftLengthMeters;LeftMovementAnchorPosWorldX;LeftMovementAnchorPosWorldY;LeftMovementAnchorPosWorldZ;LeftMovementAnchorRotEulerX;LeftMovementAnchorRotEulerY;LeftMovementAnchorRotEulerZ;LeftMovementAnchorSource;LineLengthMeters;LineZMeters;LongerSide;MeanCm;MoleId;MoleIndexX;MoleIndexY;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerTrigger;RightLengthMeters;RightMovementAnchorPosWorldX;RightMovementAnchorPosWorldY;RightMovementAnchorPosWorldZ;RightMovementAnchorRotEulerX;RightMovementAnchorRotEulerY;RightMovementAnchorRotEulerZ;RightMovementAnchorSource;SdCm;SessionID;SignedOffsetCm;SourceTaskMode;SuccessCount;TargetIndex;TargetRadiusMeters;TargetWorldX;TargetWorldY;TargetWorldZ;TaskMode;TimeSinceLastEvent;Timestamp;TrackingMode;TrialIndex;TrialsPerBlock;XRBackend
NULL;Left;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Game Started;GameEvent;1;2dec37a2-f84f-490a-b1a1-1e1cd12be446;NULL;0.0000;0.3614;-0.5530;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;;;;;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;;;;;;;;NULL;b974454d-ae33-4d16-9737-e66469f616ef;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-05-18 09:44:47.9544;Hands;NULL;NULL;OpenXR
NULL;Left;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Block Started;BlockEvent;1;2dec37a2-f84f-490a-b1a1-1e1cd12be446;NULL;0.0000;0.3614;-0.5530;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;;;;;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;;;;;;;;NULL;b974454d-ae33-4d16-9737-e66469f616ef;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;0.0000;2026-05-18 09:44:47.9559;Hands;NULL;NULL;OpenXR
NULL;Left;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;1;2dec37a2-f84f-490a-b1a1-1e1cd12be446;NULL;0.0000;0.3614;-0.5530;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;;;;;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;;;;;;;;NULL;b974454d-ae33-4d16-9737-e66469f616ef;NULL;NULL;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-05-18 09:44:47.9569;Hands;1;30;OpenXR
NULL;Left;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Accepted;TaskEvent;309;2dec37a2-f84f-490a-b1a1-1e1cd12be446;NULL;-0.0135;0.0026;-0.0429;5.5942;356.5962;0.9721;NULL;NULL;NULL;NULL;-0.0191;0.0000;2.0000;NULL;NULL;;;;;;;;;;;;;0;NULL;-0.0477;-0.1719;0.3931;336.6571;7.0968;14.5577;Palm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;0.0936;-0.3808;0.1878;334.8237;337.0629;324.6863;Palm;NULL;b974454d-ae33-4d16-9737-e66469f616ef;-1.9056;NULL;NULL;NULL;NULL;NULL;NULL;NULL;OpenLoop;4.4248;2026-05-18 09:44:53.7327;Hands;1;30;OpenXR
NULL;Left;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;309;2dec37a2-f84f-490a-b1a1-1e1cd12be446;NULL;-0.0135;0.0026;-0.0429;5.5942;356.5962;0.9721;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;-0.0477;-0.1719;0.3931;336.6571;7.0968;14.5577;Palm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;0.0936;-0.3808;0.1878;334.8237;337.0629;324.6863;Palm;NULL;b974454d-ae33-4d16-9737-e66469f616ef;NULL;NULL;NULL;NULL;0.0300;0.0000;0.0000;2.0000;OpenLoop;0.0000;2026-05-18 09:44:53.7339;Hands;2;30;OpenXR
NULL;Left;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;682;2dec37a2-f84f-490a-b1a1-1e1cd12be446;NULL;-0.0448;0.0472;0.1177;17.8236;3.5206;22.4722;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;-0.0739;0.0845;0.2662;303.0588;246.3368;257.1962;Palm;1.0911;0.0810;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;;;;;;;;NULL;b974454d-ae33-4d16-9737-e66469f616ef;NULL;NULL;NULL;NULL;0.0300;0.0000;0.0810;2.0000;LineBisection;6.6691;2026-05-18 09:45:04.5708;Hands;1;20;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;2.2800;Trial Accepted;TaskEvent;4716;2dec37a2-f84f-490a-b1a1-1e1cd12be446;NULL;-0.0261;0.0192;-0.0027;2.9955;357.9578;0.4745;NULL;NULL;NULL;NULL;0.0228;0.0810;2.0000;NULL;NULL;;;;;;;;;;;;;0;NULL;;;;;;;;1.0911;0.0810;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;0.0376;-0.0895;0.4123;335.7675;354.1813;344.6837;Palm;NULL;b974454d-ae33-4d16-9737-e66469f616ef;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;LineBisection;12.2609;2026-05-18 09:45:17.3142;Hands;1;20;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;4716;2dec37a2-f84f-490a-b1a1-1e1cd12be446;NULL;-0.0261;0.0192;-0.0027;2.9955;357.9578;0.4745;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;;;;;;;;1.1134;-0.0144;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;0.0376;-0.0895;0.4123;335.7675;354.1813;344.6837;Palm;NULL;b974454d-ae33-4d16-9737-e66469f616ef;NULL;NULL;NULL;NULL;0.0300;0.0000;-0.0144;2.0000;LineBisection;0.0000;2026-05-18 09:45:17.3157;Hands;2;20;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;-2.3827;Trial Accepted;TaskEvent;4945;2dec37a2-f84f-490a-b1a1-1e1cd12be446;NULL;-0.0219;0.0162;-0.0010;4.7906;358.5886;359.8785;NULL;NULL;NULL;NULL;-0.0238;-0.0144;2.0000;NULL;NULL;;;;;;;;;;;;;0;NULL;;;;;;;;1.1134;-0.0144;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;0.0348;-0.0909;0.4132;338.0425;352.4438;345.6419;Palm;NULL;b974454d-ae33-4d16-9737-e66469f616ef;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;LineBisection;2.8566;2026-05-18 09:45:20.1712;Hands;2;20;OpenXR
NULL;Right;NULL;NULL;Baseline;NULL;NoMitigation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;anonymous;NULL;Trial Started;TaskEvent;4945;2dec37a2-f84f-490a-b1a1-1e1cd12be446;NULL;-0.0219;0.0162;-0.0010;4.7906;358.5886;359.8785;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;;;;;;;;1.1003;0.0368;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;;;;;;;;;;0;NULL;0.0348;-0.0909;0.4132;338.0425;352.4438;345.6419;Palm;NULL;b974454d-ae33-4d16-9737-e66469f616ef;NULL;NULL;NULL;NULL;0.0300;0.0000;0.0368;2.0000;LineBisection;0.0000;2026-05-18 09:45:20.1727;Hands;3;20;OpenXR
