ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;None;NoMitigation;anonymous;1943;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;0.9022;-2.3480;48ead1a6-47e4-4c18-b37d-3eeeec1bb87f;NULL;BlockMetric;OpenLoop;2026-03-26 10:59:03.4020;Controllers;30;OpenXR
Right;None;NULL;NULL;Post;None;NoMitigation;anonymous;10574;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;0.5188;-2.6896;48ead1a6-47e4-4c18-b37d-3eeeec1bb87f;NULL;BlockMetric;OpenLoop;2026-03-26 11:00:20.3941;Controllers;30;OpenXR
Right;None;0.9022;-2.3480;Post;None;NoMitigation;anonymous;10574;0.3416;SignedEndpointError;cm;0.3786;Post minus baseline horizontal endpoint error;0.5188;-2.6896;48ead1a6-47e4-4c18-b37d-3eeeec1bb87f;-0.3416;Aftereffect;OpenLoop;2026-03-26 11:00:20.3988;Controllers;30;OpenXR
