ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;Translation;NoMitigation;anonymous;9486;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;2.5219;-2.0227;39a103cc-5dde-4664-9725-868e4cc33844;NULL;BlockMetric;OpenLoop;2026-03-26 12:11:54.4505;Hands;30;OpenXR
Right;None;NULL;NULL;Post;Translation;NoMitigation;anonymous;40181;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;11.3724;-6.5922;39a103cc-5dde-4664-9725-868e4cc33844;NULL;BlockMetric;OpenLoop;2026-03-26 12:16:47.8869;Hands;30;OpenXR
Right;None;2.5219;-2.0227;Post;Translation;NoMitigation;anonymous;40181;4.5695;SignedEndpointError;cm;1.8119;Post minus baseline horizontal endpoint error;11.3724;-6.5922;39a103cc-5dde-4664-9725-868e4cc33844;-4.5695;Aftereffect;OpenLoop;2026-03-26 12:16:47.8948;Hands;30;OpenXR
