ConfirmMitigationMode;DeviceID;Email;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;Timestamp;TrackingMode;XRBackend
NoMitigation;85449bb515d38eca111016248ac99e8c86479117;anonymous;38;embodied;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;0.2769;32c5f569-9839-41bf-8f18-8a9c66521043;Aborted;2026-03-30 12:47:13.3656;Hands;OpenXR
