ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;None;ControllerHoverConfirm;anonymous;10202;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;2.0996;1.2027;74331e22-d15e-49ae-974a-b7b2b1a343ae;NULL;BlockMetric;OpenLoop;2026-03-26 11:38:06.6137;Controllers;30;OpenXR
Right;None;NULL;NULL;Post;None;ControllerHoverConfirm;anonymous;35039;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;2.1368;2.8330;74331e22-d15e-49ae-974a-b7b2b1a343ae;NULL;BlockMetric;OpenLoop;2026-03-26 11:42:24.2715;Controllers;30;OpenXR
Right;None;2.0996;1.2027;Post;None;ControllerHoverConfirm;anonymous;35039;1.6304;SignedEndpointError;cm;0.7765;Post minus baseline horizontal endpoint error;2.1368;2.8330;74331e22-d15e-49ae-974a-b7b2b1a343ae;1.6304;Aftereffect;OpenLoop;2026-03-26 11:42:24.2783;Controllers;30;OpenXR
