ConfirmMitigationMode;DeviceID;Email;ExperimentMode;ExposureHitRadiusCm;ExposureHitRadiusMeters;Framecount;InputModeLabel;MainController;Product;RightControllerMain;Scene;SessionDuration;SessionID;SessionState;StudyGlobalParticipantId;StudyInputMode;StudyParticipantIndex;StudyResolvedEffect;StudyResolvedTask;StudySessionIndex;StudyTaskOrder;Timestamp;TrackingMode;XRBackend
OppositeHandTrigger;85449bb515d38eca111016248ac99e8c86479117;anonymous;Debug;10.0000;0.1000;6471;embodied;Right Controller;PrismEffectAdaptation;TRUE;TestAndDebug;116.8293;4396ef9a-e42c-4a03-a21d-5524048775e2;Finished;0;Controller;0;Rotation;LineBisection;0;Manual;2026-05-25 14:00:03.5635;Hands;OpenXR
