ActiveHand;ConfirmDown;EffectMode;Email;Event;Framecount;HandDwellProgress01;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HmdPosX;HmdPosY;HmdPosZ;HmdRotW;HmdRotX;HmdRotY;HmdRotZ;IsHandPointing;LeftControllerLaserPosWorldX;LeftControllerLaserPosWorldY;LeftControllerLaserPosWorldZ;LeftControllerLaserRotEulerX;LeftControllerLaserRotEulerY;LeftControllerLaserRotEulerZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerTrigger;PointerForwardX;PointerForwardY;PointerForwardZ;PointerOriginX;PointerOriginY;PointerOriginZ;PointerRotationW;PointerRotationX;PointerRotationY;PointerRotationZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerTrigger;SessionID;TaskMode;Timestamp;TrackingMode;XRBackend
Right;0;None;anonymous;Sample;-1;0.0000;0.0000;0.3614;0.0000;0.0000;0.0000;0.0000;0.0000;0.3614;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:26.6827;Hands;OpenXR
Right;0;None;anonymous;Sample;3;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:28.8374;Hands;OpenXR
Right;0;None;anonymous;Sample;6;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:28.8574;Hands;OpenXR
Right;0;None;anonymous;Sample;9;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:28.8835;Hands;OpenXR
Right;0;None;anonymous;Sample;12;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:28.9078;Hands;OpenXR
Right;0;None;anonymous;Sample;15;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:28.9324;Hands;OpenXR
Right;0;None;anonymous;Sample;18;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:28.9570;Hands;OpenXR
Right;0;None;anonymous;Sample;21;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:28.9822;Hands;OpenXR
Right;0;None;anonymous;Sample;24;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.0071;Hands;OpenXR
Right;0;None;anonymous;Sample;27;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.0320;Hands;OpenXR
Right;0;None;anonymous;Sample;30;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.0577;Hands;OpenXR
Right;0;None;anonymous;Sample;33;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.0822;Hands;OpenXR
Right;0;None;anonymous;Sample;36;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.1073;Hands;OpenXR
Right;0;None;anonymous;Sample;39;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.1318;Hands;OpenXR
Right;0;None;anonymous;Sample;42;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.1563;Hands;OpenXR
Right;0;None;anonymous;Sample;45;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.1828;Hands;OpenXR
Right;0;None;anonymous;Sample;48;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.2068;Hands;OpenXR
Right;0;None;anonymous;Sample;51;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.2322;Hands;OpenXR
Right;0;None;anonymous;Sample;54;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.2576;Hands;OpenXR
Right;0;None;anonymous;Sample;57;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.2818;Hands;OpenXR
Right;0;None;anonymous;Sample;60;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.3063;Hands;OpenXR
Right;0;None;anonymous;Sample;63;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.3312;Hands;OpenXR
Right;0;None;anonymous;Sample;66;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.3562;Hands;OpenXR
Right;0;None;anonymous;Sample;69;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.3807;Hands;OpenXR
Right;0;None;anonymous;Sample;72;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.4078;Hands;OpenXR
Right;0;None;anonymous;Sample;75;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.4323;Hands;OpenXR
Right;0;None;anonymous;Sample;78;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.4577;Hands;OpenXR
Right;0;None;anonymous;Sample;81;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.4821;Hands;OpenXR
Right;0;None;anonymous;Sample;84;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.5065;Hands;OpenXR
Right;0;None;anonymous;Sample;87;0.0000;0.0000;-1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.5325;Hands;OpenXR
Right;0;None;anonymous;Sample;90;0.0000;-0.0672;0.3178;0.2108;359.4404;348.6201;358.9719;-0.0672;0.3178;0.2108;0.9950;-0.0040;-0.0992;-0.0094;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.6381;Hands;OpenXR
Right;0;None;anonymous;Sample;91;0.0000;-0.0675;0.3177;0.2096;359.4104;348.3450;359.0611;-0.0675;0.3177;0.2096;0.9948;-0.0043;-0.1016;-0.0087;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.6478;Hands;OpenXR
Right;0;None;anonymous;Sample;93;0.0000;-0.0679;0.3183;0.2077;359.1470;347.8879;359.1655;-0.0679;0.3183;0.2077;0.9944;-0.0066;-0.1055;-0.0080;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.6671;Hands;OpenXR
Right;0;None;anonymous;Sample;96;0.0000;-0.0679;0.3187;0.2068;359.0392;347.7442;359.1548;-0.0679;0.3187;0.2068;0.9942;-0.0075;-0.1068;-0.0082;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.6930;Hands;OpenXR
Right;0;None;anonymous;Sample;99;0.0000;-0.0680;0.3190;0.2060;358.8611;347.6039;359.0523;-0.0680;0.3190;0.2060;0.9941;-0.0090;-0.1080;-0.0093;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.7174;Hands;OpenXR
Right;0;None;anonymous;Sample;102;0.0000;-0.0680;0.3189;0.2048;358.7796;347.5091;358.9161;-0.0680;0.3189;0.2048;0.9940;-0.0096;-0.1089;-0.0106;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.7445;Hands;OpenXR
Right;0;None;anonymous;Sample;105;0.0000;-0.0680;0.3189;0.2036;358.8309;347.4363;358.8370;-0.0680;0.3189;0.2036;0.9939;-0.0090;-0.1095;-0.0112;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.7699;Hands;OpenXR
Right;0;None;anonymous;Sample;108;0.0000;-0.0682;0.3189;0.2023;358.7856;347.4182;358.6259;-0.0682;0.3189;0.2023;0.9938;-0.0092;-0.1097;-0.0131;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.7942;Hands;OpenXR
Right;0;None;anonymous;Sample;111;0.0000;-0.0682;0.3188;0.2006;358.8940;347.4246;358.4627;-0.0682;0.3188;0.2006;0.9938;-0.0081;-0.1096;-0.0144;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.8190;Hands;OpenXR
Right;0;None;anonymous;Sample;114;0.0000;-0.0458;-0.0001;-0.0112;358.9788;0.0406;358.1389;-0.0458;-0.0001;-0.0112;0.9998;-0.0089;0.0002;-0.0162;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.8444;Hands;OpenXR
Right;0;None;anonymous;Sample;117;0.0000;-0.0466;-0.0003;-0.0132;359.0400;0.0761;357.8523;-0.0466;-0.0003;-0.0132;0.9998;-0.0084;0.0005;-0.0187;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.8692;Hands;OpenXR
Right;0;None;anonymous;Sample;120;0.0000;-0.0476;-0.0005;-0.0152;359.0294;0.0825;357.8649;-0.0476;-0.0005;-0.0152;0.9998;-0.0085;0.0006;-0.0186;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.8942;Hands;OpenXR
Right;0;None;anonymous;Sample;123;0.0000;-0.0487;-0.0009;-0.0175;359.0268;0.0598;357.9319;-0.0487;-0.0009;-0.0175;0.9998;-0.0085;0.0004;-0.0180;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.9192;Hands;OpenXR
Right;0;None;anonymous;Sample;126;0.0000;-0.0500;-0.0012;-0.0197;359.0229;0.0561;357.9305;-0.0500;-0.0012;-0.0197;0.9998;-0.0085;0.0003;-0.0181;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.9452;Hands;OpenXR
Right;0;None;anonymous;Sample;129;0.0000;-0.0513;-0.0013;-0.0221;358.9061;0.0385;357.9353;-0.0513;-0.0013;-0.0221;0.9998;-0.0096;0.0002;-0.0180;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.9702;Hands;OpenXR
Right;0;None;anonymous;Sample;132;0.0000;-0.0527;-0.0012;-0.0245;358.7493;359.9766;358.1124;-0.0527;-0.0012;-0.0245;0.9998;-0.0109;-0.0004;-0.0165;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:29.9940;Hands;OpenXR
Right;0;None;anonymous;Sample;135;0.0000;-0.0540;-0.0011;-0.0268;358.3703;359.9048;358.4142;-0.0540;-0.0011;-0.0268;0.9998;-0.0142;-0.0010;-0.0138;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:30.0194;Hands;OpenXR
Right;0;None;anonymous;Sample;138;0.0000;-0.0553;-0.0010;-0.0291;357.9713;359.8043;358.7243;-0.0553;-0.0010;-0.0291;0.9998;-0.0177;-0.0019;-0.0112;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:30.0451;Hands;OpenXR
Right;0;None;anonymous;Sample;141;0.0000;-0.0566;-0.0005;-0.0314;357.5357;359.6183;359.0802;-0.0566;-0.0005;-0.0314;0.9997;-0.0215;-0.0035;-0.0081;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:30.0690;Hands;OpenXR
Right;0;None;anonymous;Sample;144;0.0000;-0.0579;0.0002;-0.0334;357.0537;359.4440;359.2553;-0.0579;0.0002;-0.0334;0.9996;-0.0257;-0.0050;-0.0066;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:30.0946;Hands;OpenXR
Right;0;None;anonymous;Sample;147;0.0000;-0.0591;0.0010;-0.0354;356.6278;359.2688;359.3286;-0.0591;0.0010;-0.0354;0.9995;-0.0294;-0.0066;-0.0060;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:30.1196;Hands;OpenXR
Right;0;None;anonymous;Sample;150;0.0000;-0.0602;0.0017;-0.0372;356.1735;359.1055;359.5053;-0.0602;0.0017;-0.0372;0.9994;-0.0334;-0.0079;-0.0046;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:30.1442;Hands;OpenXR
Right;0;None;anonymous;Sample;153;0.0000;-0.0612;0.0025;-0.0387;355.7463;358.9422;359.7362;-0.0612;0.0025;-0.0387;0.9993;-0.0371;-0.0093;-0.0026;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:30.1704;Hands;OpenXR
Right;0;None;anonymous;Sample;156;0.0000;-0.0622;0.0033;-0.0401;355.3098;358.8095;359.9471;-0.0622;0.0033;-0.0401;0.9991;-0.0409;-0.0104;-0.0009;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:30.1949;Hands;OpenXR
Right;0;None;anonymous;Sample;159;0.0000;-0.0631;0.0040;-0.0414;354.9112;358.6919;0.1305;-0.0631;0.0040;-0.0414;0.9989;-0.0444;-0.0114;0.0006;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:30.2201;Hands;OpenXR
Right;0;None;anonymous;Sample;163;0.0000;-0.0640;0.0046;-0.0425;354.5700;358.5843;0.3192;-0.0640;0.0046;-0.0425;0.9988;-0.0474;-0.0122;0.0022;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:30.2449;Hands;OpenXR
Right;0;None;anonymous;Sample;166;0.0000;-0.0648;0.0051;-0.0434;354.2950;358.5016;0.4457;-0.0648;0.0051;-0.0434;0.9987;-0.0498;-0.0129;0.0032;0;;;;;;;;;;;;;0;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;;;;;;;;;;;;;0;b94e1c51-da03-41cc-87eb-ba03d105904b;OpenLoop;2026-03-23 10:17:30.2695;Hands;OpenXR
