ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;Email;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;None;anonymous;11312;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;3.4107;0.7491;b94e1c51-da03-41cc-87eb-ba03d105904b;NULL;BlockMetric;OpenLoop;2026-03-23 10:19:03.2235;Hands;30;OpenXR
Right;None;NULL;NULL;Post;None;anonymous;48225;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;4.9776;0.7340;b94e1c51-da03-41cc-87eb-ba03d105904b;NULL;BlockMetric;OpenLoop;2026-03-23 10:24:13.1003;Hands;30;OpenXR
Right;None;3.4107;0.7491;Post;None;anonymous;48225;0.0151;SignedEndpointError;cm;0.0044;Post minus baseline horizontal endpoint error;4.9776;0.7340;b94e1c51-da03-41cc-87eb-ba03d105904b;-0.0151;Aftereffect;OpenLoop;2026-03-23 10:24:13.1034;Hands;30;OpenXR
